accession,syn_id,mibig_reference,product,type,sid_type,tonb_num,pb_num,family,genus,species,genome_tonb,genome_pb
GCF_002258105.2,GCF_002258105.2|NZ_CP043378.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002258105.2,GCF_002258105.2|NZ_CP043378.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003934185.1,GCF_003934185.1|NZ_CP034281.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003429545.1,GCF_003429545.1|NZ_CP029689.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003429545.1,GCF_003429545.1|NZ_CP029689.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002787755.1,GCF_002787755.1|NZ_CP024834.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002787755.1,GCF_002787755.1|NZ_CP024834.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003937135.2,GCF_003937135.2|NZ_CP078033.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003937135.2,GCF_003937135.2|NZ_CP078033.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004135795.1,GCF_004135795.1|NZ_CP034408.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,0,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_004135795.1,GCF_004135795.1|NZ_CP034408.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003571545.1,GCF_003571545.1|NZ_CP032178.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003571545.1,GCF_003571545.1|NZ_CP032178.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003812105.1,GCF_003812105.1|NZ_CP033777.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_003812105.1,GCF_003812105.1|NZ_CP033777.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_002786755.1,GCF_002786755.1|NZ_CP024838.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002786755.1,GCF_002786755.1|NZ_CP024838.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002812365.1,GCF_002812365.1|NZ_CP025005.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002812365.1,GCF_002812365.1|NZ_CP025005.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_005854025.1,GCF_005854025.1|NZ_CP040545.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005854025.1,GCF_005854025.1|NZ_CP040545.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005854025.1,GCF_005854025.1|NZ_CP040546.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004319525.1,GCF_004319525.1|NZ_CP036335.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004319525.1,GCF_004319525.1|NZ_CP036335.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002903025.1,GCF_002903025.1|NZ_CP026178.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,9
GCF_004295385.1,GCF_004295385.1|NZ_CP036187.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004295385.1,GCF_004295385.1|NZ_CP036187.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003031345.1,GCF_003031345.1|NZ_CP024916.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003031345.1,GCF_003031345.1|NZ_CP024916.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,0,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003054385.1,GCF_003054385.1|NZ_CP028716.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,2,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,8
GCF_003006175.1,GCF_003006175.1|NZ_CP024429.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003006175.1,GCF_003006175.1|NZ_CP024429.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003790485.1,GCF_003790485.1|NZ_CP033625.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_003790485.1,GCF_003790485.1|NZ_CP033625.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002243445.1,GCF_002243445.1|NZ_CP022573.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004924315.1,"GCF_004924315.1|NZ_CP037742.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_004924315.1,GCF_004924315.1|NZ_CP037742.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_004924315.1,GCF_004924315.1|NZ_CP037743.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_002587885.1,GCF_002587885.1|NZ_CP023946.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002587885.1,GCF_002587885.1|NZ_CP023946.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005853785.1,GCF_005853785.1|NZ_CP040533.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005853785.1,GCF_005853785.1|NZ_CP040533.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005853785.1,GCF_005853785.1|NZ_CP040534.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005854245.1,GCF_005854245.1|NZ_CP040539.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005854245.1,GCF_005854245.1|NZ_CP040539.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_005854245.1,GCF_005854245.1|NZ_CP040540.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002833425.1,GCF_002833425.1|NZ_CP025143.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_002833445.1,GCF_002833445.1|NZ_CP025140.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_008693445.1,GCF_008693445.1|NZ_CP044047.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_008693445.1,GCF_008693445.1|NZ_CP044047.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_008693445.1,GCF_008693445.1|NZ_CP044043.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002833465.1,GCF_002833465.1|NZ_CP025146.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003288375.1,GCF_003288375.1|NZ_CP030341.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003855535.1,GCF_003855535.1|NZ_CP034076.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003855535.1,GCF_003855535.1|NZ_CP034076.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003855555.1,GCF_003855555.1|NZ_CP034077.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003855555.1,GCF_003855555.1|NZ_CP034077.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002211905.1,GCF_002211905.1|NZ_CP022127.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002211905.1,GCF_002211905.1|NZ_CP022127.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003038215.3,GCF_003038215.3|NZ_CP028793.2|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003038215.3,GCF_003038215.3|NZ_CP028793.2|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003038215.3,GCF_003038215.3|NZ_CP028791.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002257935.4,GCF_002257935.4|NZ_CP028391.2|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_002257935.4,GCF_002257935.4|NZ_CP028391.2|r1c6|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_002257935.4,GCF_002257935.4|NZ_CP028390.2|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_004120055.1,GCF_004120055.1|NZ_CP026162.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004120055.1,GCF_004120055.1|NZ_CP026162.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_008122285.1,"GCF_008122285.1|NZ_CP041022.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_008122285.1,GCF_008122285.1|NZ_CP041022.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002258055.3,GCF_002258055.3|NZ_CP028806.2|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002258055.3,GCF_002258055.3|NZ_CP028806.2|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003932915.1,GCF_003932915.1|NZ_CP024707.1|r1c5|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,10
GCF_003932915.1,GCF_003932915.1|NZ_CP024708.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,10
GCF_003031325.1,GCF_003031325.1|NZ_CP024874.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002258145.4,GCF_002258145.4|NZ_CP027068.3|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_002258145.4,GCF_002258145.4|NZ_CP027068.3|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003432185.1,GCF_003432185.1|NZ_CP031808.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_003037325.3,GCF_003037325.3|NZ_CP028797.2|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003037325.3,GCF_003037325.3|NZ_CP028797.2|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003931835.1,GCF_003931835.1|NZ_CP034249.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002848565.1,GCF_002848565.1|NZ_CP025466.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002848565.1,GCF_002848565.1|NZ_CP025466.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003267985.1,GCF_003267985.1|NZ_CP022611.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002753375.2,GCF_002753375.2|NZ_CP024548.2|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003204175.1,GCF_003204175.1|NZ_CP029738.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004322955.1,GCF_004322955.1|NZ_CP036442.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004322955.1,GCF_004322955.1|NZ_CP036442.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_007197815.1,GCF_007197815.1|NZ_CP041644.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_007197815.1,GCF_007197815.1|NZ_CP041644.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003069525.1,GCF_003069525.1|NZ_CP028932.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003069525.1,GCF_003069525.1|NZ_CP028932.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003443755.1,GCF_003443755.1|NZ_CP023416.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002752995.1,GCF_002752995.1|NZ_CP024542.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002752995.1,GCF_002752995.1|NZ_CP024542.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002753355.1,GCF_002753355.1|NZ_CP024545.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002753355.1,GCF_002753355.1|NZ_CP024545.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002209405.1,GCF_002209405.1|NZ_CP022023.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003074015.1,GCF_003074015.1|NZ_CP029137.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,9
GCF_003597755.1,GCF_003597755.1|NZ_CP022924.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003571585.1,GCF_003571585.1|NZ_CP032175.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_003571585.1,GCF_003571585.1|NZ_CP032175.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_003597695.1,GCF_003597695.1|NZ_CP022916.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003597735.1,GCF_003597735.1|NZ_CP022919.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003597715.1,GCF_003597715.1|NZ_CP022922.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002814015.1,GCF_002814015.1|NZ_CP018306.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003073235.1,GCF_003073235.1|NZ_CP024038.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003073235.1,GCF_003073235.1|NZ_CP024038.1|r1c5|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003036645.2,GCF_003036645.2|NZ_CP043590.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003855315.1,GCF_003855315.1|NZ_CP034045.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_003855315.1,GCF_003855315.1|NZ_CP034046.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_002850275.3,GCF_002850275.3|NZ_CP025541.3|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_002918585.2,GCF_002918585.2|NZ_CP036450.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,11,9
GCF_003571605.1,GCF_003571605.1|NZ_CP032185.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003571605.1,GCF_003571605.1|NZ_CP032185.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_007833575.1,GCF_007833575.1|NZ_CP030072.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_003571645.1,GCF_003571645.1|NZ_CP032200.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003812085.1,GCF_003812085.1|NZ_CP033756.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002944845.1,GCF_002944845.1|NZ_CP026586.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_002944845.1,GCF_002944845.1|NZ_CP026587.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_002753555.1,GCF_002753555.1|NZ_CP024556.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753555.1,GCF_002753555.1|NZ_CP024556.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753405.1,GCF_002753405.1|NZ_CP024549.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753405.1,GCF_002753405.1|NZ_CP024549.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753055.1,GCF_002753055.1|NZ_CP024521.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753055.1,GCF_002753055.1|NZ_CP024521.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753075.1,GCF_002753075.1|NZ_CP024528.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753075.1,GCF_002753075.1|NZ_CP024528.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002741685.1,GCF_002741685.1|NZ_CP024191.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002741685.1,GCF_002741685.1|NZ_CP024191.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003660185.1,GCF_003660185.1|NZ_CP032831.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,28,8
GCF_003660185.1,GCF_003660185.1|NZ_CP032831.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,28,8
GCF_004322995.1,GCF_004322995.1|NZ_CP036438.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
