Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_024584565.1,False,,Clean,Monoderm (Keep)
GCF_024499195.1,False,,Clean,Monoderm (Keep)
GCF_024652885.1,False,,Clean,Monoderm (Keep)
GCF_024637975.1,False,,Clean,Monoderm (Keep)
GCF_024637875.1,False,,Clean,Monoderm (Keep)
GCF_024665315.1,False,,Clean,Monoderm (Keep)
GCF_024665615.1,False,,Clean,Monoderm (Keep)
GCF_024637915.1,False,,Clean,Monoderm (Keep)
GCF_024599915.1,False,,Clean,Monoderm (Keep)
GCF_024665635.1,False,,Clean,Monoderm (Keep)
GCF_024599935.1,False,,Clean,Monoderm (Keep)
GCF_024665435.1,False,,Clean,Monoderm (Keep)
GCF_024599955.1,False,,Clean,Monoderm (Keep)
GCF_024652865.1,False,,Clean,Monoderm (Keep)
GCF_024717335.1,False,,Clean,Monoderm (Keep)
GCF_024665595.1,False,,Clean,Monoderm (Keep)
GCF_024721565.1,False,,Clean,Monoderm (Keep)
GCF_024665815.1,False,,Clean,Monoderm (Keep)
GCF_024652845.1,False,,Clean,Monoderm (Keep)
GCF_024731205.1,False,,Clean,Monoderm (Keep)
GCF_024637935.1,False,,Clean,Monoderm (Keep)
GCF_024730565.1,False,,Clean,Monoderm (Keep)
GCF_024703115.1,False,,Clean,Monoderm (Keep)
GCF_024662235.1,False,,Clean,Monoderm (Keep)
GCF_024665555.1,False,,Clean,Monoderm (Keep)
GCF_024665075.1,False,,Clean,Monoderm (Keep)
GCF_024732405.1,False,,Clean,Monoderm (Keep)
GCF_024665995.1,False,,Clean,Monoderm (Keep)
GCF_024741415.1,False,,Clean,Monoderm (Keep)
GCF_024722515.1,False,,Clean,Monoderm (Keep)
GCF_024665195.1,False,,Clean,Monoderm (Keep)
GCF_024721545.1,False,,Clean,Monoderm (Keep)
GCF_024741375.1,False,,Clean,Monoderm (Keep)
GCF_024741475.1,False,,Clean,Monoderm (Keep)
GCF_024665655.1,False,,Clean,Monoderm (Keep)
GCF_024741435.1,False,,Clean,Monoderm (Keep)
GCF_024741355.1,False,,Clean,Monoderm (Keep)
GCF_024732385.1,False,,Clean,Monoderm (Keep)
GCF_024612055.1,False,,Clean,Monoderm (Keep)
GCF_024734775.1,False,,Clean,Monoderm (Keep)
GCF_024741395.1,False,,Clean,Monoderm (Keep)
GCF_024741455.1,False,,Clean,Monoderm (Keep)
GCF_024610975.1,False,,Clean,Monoderm (Keep)
GCF_024706255.1,False,,Clean,Monoderm (Keep)
GCF_024662055.1,False,,Clean,Monoderm (Keep)
GCF_024637955.1,False,,Clean,Monoderm (Keep)
GCF_024734625.1,False,,Clean,Monoderm (Keep)
GCF_024662135.1,False,,Clean,Monoderm (Keep)
GCF_024722355.1,False,,Clean,Monoderm (Keep)
GCF_024585045.1,False,,Clean,Monoderm (Keep)
GCF_024628845.1,False,,Clean,Monoderm (Keep)
GCF_024600455.1,False,,Clean,Monoderm (Keep)
GCF_024600315.1,False,,Clean,Monoderm (Keep)
GCF_024600015.1,False,,Clean,Monoderm (Keep)
GCF_024665675.1,False,,Clean,Monoderm (Keep)
GCF_024734115.1,False,,Clean,Monoderm (Keep)
GCF_024600715.1,False,,Clean,Monoderm (Keep)
GCF_024741515.1,False,,Clean,Monoderm (Keep)
GCF_024741495.1,False,,Clean,Monoderm (Keep)
GCF_024741535.1,False,,Clean,Monoderm (Keep)
GCF_024703955.1,False,,Clean,Monoderm (Keep)
GCF_024741555.1,False,,Clean,Monoderm (Keep)
GCF_024734405.1,False,,Clean,Monoderm (Keep)
GCF_024662375.1,False,,Clean,Monoderm (Keep)
GCF_024734075.1,False,,Clean,Monoderm (Keep)
GCF_024599995.1,False,,Clean,Monoderm (Keep)
GCF_024600035.1,False,,Clean,Monoderm (Keep)
GCF_024600175.1,False,,Clean,Monoderm (Keep)
GCF_024734895.1,False,,Clean,Monoderm (Keep)
GCF_024611995.1,False,,Clean,Monoderm (Keep)
GCF_024703895.1,False,,Clean,Monoderm (Keep)
GCF_024628825.1,False,,Clean,Monoderm (Keep)
GCF_024612015.1,False,,Clean,Monoderm (Keep)
GCF_024612035.1,False,,Clean,Monoderm (Keep)
GCF_024701375.2,False,,Clean,Monoderm (Keep)
GCF_024666385.1,False,,Clean,Monoderm (Keep)
GCF_024758585.1,False,,Clean,Monoderm (Keep)
GCF_024918955.1,False,,Clean,Monoderm (Keep)
GCF_024758785.1,False,,Clean,Monoderm (Keep)
GCF_024758565.1,False,,Clean,Monoderm (Keep)
GCF_024741635.1,False,,Clean,Monoderm (Keep)
GCF_024741575.1,False,,Clean,Monoderm (Keep)
GCF_024741615.1,False,,Clean,Monoderm (Keep)
GCF_024741675.1,False,,Clean,Monoderm (Keep)
GCF_024741595.1,False,,Clean,Monoderm (Keep)
GCF_024741655.1,False,,Clean,Monoderm (Keep)
GCF_024800105.1,False,,Clean,Monoderm (Keep)
GCF_024927945.1,False,,Clean,Monoderm (Keep)
GCF_024800665.1,False,,Clean,Monoderm (Keep)
GCF_024925485.1,False,,Clean,Monoderm (Keep)
GCF_024758665.1,False,,Clean,Monoderm (Keep)
GCF_024800685.1,False,,Clean,Monoderm (Keep)
GCF_024741695.1,False,,Clean,Monoderm (Keep)
GCF_024918975.1,False,,Clean,Monoderm (Keep)
GCF_024800705.1,False,,Clean,Monoderm (Keep)
GCF_024927865.1,False,,Clean,Monoderm (Keep)
GCF_024758745.1,False,,Clean,Monoderm (Keep)
GCF_024741855.1,False,,Clean,Monoderm (Keep)
GCF_024800585.1,False,,Clean,Monoderm (Keep)
GCF_024968525.1,False,,Clean,Monoderm (Keep)
GCF_024803565.1,False,,Clean,Monoderm (Keep)
GCF_024762155.1,False,,Clean,Monoderm (Keep)
GCF_024762195.1,False,,Clean,Monoderm (Keep)
GCF_024762175.1,False,,Clean,Monoderm (Keep)
GCF_024803585.1,False,,Clean,Monoderm (Keep)
GCF_024741735.1,False,,Clean,Monoderm (Keep)
GCF_024741775.1,False,,Clean,Monoderm (Keep)
GCF_024760465.1,False,,Clean,Monoderm (Keep)
GCF_024803545.1,False,,Clean,Monoderm (Keep)
GCF_024968245.1,False,,Clean,Monoderm (Keep)
GCF_024758645.1,False,,Clean,Monoderm (Keep)
GCF_024757985.1,False,,Clean,Monoderm (Keep)
GCF_024800605.1,False,,Clean,Monoderm (Keep)
GCF_024968285.1,False,,Clean,Monoderm (Keep)
GCF_024968265.1,False,,Clean,Monoderm (Keep)
GCF_024760325.1,False,,Clean,Monoderm (Keep)
GCF_024741715.1,False,,Clean,Monoderm (Keep)
GCF_024968405.1,False,,Clean,Monoderm (Keep)
GCF_024860185.1,False,,Clean,Monoderm (Keep)
GCF_024758005.1,False,,Clean,Monoderm (Keep)
GCF_024800645.1,False,,Clean,Monoderm (Keep)
GCF_024741795.1,False,,Clean,Monoderm (Keep)
GCF_024917115.1,False,,Clean,Monoderm (Keep)
GCF_024917175.1,False,,Clean,Monoderm (Keep)
GCF_024799885.1,False,,Clean,Monoderm (Keep)
GCF_024969365.1,False,,Clean,Monoderm (Keep)
GCF_024757965.1,False,,Clean,Monoderm (Keep)
GCF_024917135.1,False,,Clean,Monoderm (Keep)
GCF_024752515.1,False,,Clean,Monoderm (Keep)
GCF_024802585.1,False,,Clean,Monoderm (Keep)
GCF_024800625.1,False,,Clean,Monoderm (Keep)
GCF_024968705.1,False,,Clean,Monoderm (Keep)
GCF_024969205.1,False,,Clean,Monoderm (Keep)
GCF_024918995.1,False,,Clean,Monoderm (Keep)
GCF_024919115.1,False,,Clean,Monoderm (Keep)
GCF_024969465.1,False,,Clean,Monoderm (Keep)
GCF_024969505.1,False,,Clean,Monoderm (Keep)
GCF_024969565.1,False,,Clean,Monoderm (Keep)
GCF_024969525.1,False,,Clean,Monoderm (Keep)
GCF_024969445.1,False,,Clean,Monoderm (Keep)
GCF_024969545.1,False,,Clean,Monoderm (Keep)
GCF_024969425.1,False,,Clean,Monoderm (Keep)
GCF_024969485.1,False,,Clean,Monoderm (Keep)
GCF_024919095.1,False,,Clean,Monoderm (Keep)
GCF_024758165.1,False,,Clean,Monoderm (Keep)
GCF_024760565.1,False,,Clean,Monoderm (Keep)
GCF_024925505.1,False,,Clean,Monoderm (Keep)
GCF_024969715.1,False,,Clean,Monoderm (Keep)
GCF_024752535.1,False,,Clean,Monoderm (Keep)
GCF_024927925.1,False,,Clean,Monoderm (Keep)
GCF_024969905.1,False,,Clean,Monoderm (Keep)
GCF_025201235.1,False,,Clean,Monoderm (Keep)
GCF_025215665.1,False,,Clean,Monoderm (Keep)
GCF_025137495.1,False,,Clean,Monoderm (Keep)
GCF_025263125.1,False,,Clean,Monoderm (Keep)
GCF_025252385.1,False,,Clean,Monoderm (Keep)
GCF_025232045.1,False,,Clean,Monoderm (Keep)
GCF_025152705.1,False,,Clean,Monoderm (Keep)
GCF_025035865.1,False,,Clean,Monoderm (Keep)
GCF_024971915.1,False,,Clean,Monoderm (Keep)
GCF_025135955.1,False,,Clean,Monoderm (Keep)
GCF_024972555.1,False,,Clean,Monoderm (Keep)
GCF_025021505.1,False,,Clean,Monoderm (Keep)
GCF_024972115.1,False,,Clean,Monoderm (Keep)
GCF_024972415.1,False,,Clean,Monoderm (Keep)
GCF_025244865.1,False,,Clean,Monoderm (Keep)
GCF_025263485.1,False,,Clean,Monoderm (Keep)
GCF_024972275.1,False,,Clean,Monoderm (Keep)
GCF_024970065.1,False,,Clean,Monoderm (Keep)
GCF_025152645.1,False,,Clean,Monoderm (Keep)
GCF_025152685.1,False,,Clean,Monoderm (Keep)
GCF_025150565.1,False,,Clean,Monoderm (Keep)
GCF_025152665.1,False,,Clean,Monoderm (Keep)
GCF_025150895.1,False,,Clean,Monoderm (Keep)
GCF_025149625.1,False,,Clean,Monoderm (Keep)
GCF_025263565.1,False,,Clean,Monoderm (Keep)
GCF_025252265.1,False,,Clean,Monoderm (Keep)
GCF_024971095.1,False,,Clean,Monoderm (Keep)
GCF_024970305.1,False,,Clean,Monoderm (Keep)
GCF_025148445.1,False,,Clean,Monoderm (Keep)
GCF_025150085.1,False,,Clean,Monoderm (Keep)
GCF_025136435.1,False,,Clean,Monoderm (Keep)
GCF_024971995.1,False,,Clean,Monoderm (Keep)
GCF_025148785.1,False,,Clean,Monoderm (Keep)
GCF_025149465.1,False,,Clean,Monoderm (Keep)
GCF_025150745.1,False,,Clean,Monoderm (Keep)
GCF_025147655.1,False,,Clean,Monoderm (Keep)
GCF_025144505.1,False,,Clean,Monoderm (Keep)
GCF_024971975.1,False,,Clean,Monoderm (Keep)
GCF_025146135.1,False,,Clean,Monoderm (Keep)
GCF_025152405.1,False,,Clean,Monoderm (Keep)
GCF_025213355.1,False,,Clean,Monoderm (Keep)
GCF_024970145.1,False,,Clean,Monoderm (Keep)
GCF_025244925.1,False,,Clean,Monoderm (Keep)
GCF_025244845.1,False,,Clean,Monoderm (Keep)
GCF_025147765.1,False,,Clean,Monoderm (Keep)
GCF_025152575.1,False,,Clean,Monoderm (Keep)
GCF_025149785.1,False,,Clean,Monoderm (Keep)
GCF_025263265.1,False,,Clean,Monoderm (Keep)
GCF_025152275.1,False,,Clean,Monoderm (Keep)
GCF_025146005.1,False,,Clean,Monoderm (Keep)
GCF_025149915.1,False,,Clean,Monoderm (Keep)
GCF_024970165.1,False,,Clean,Monoderm (Keep)
GCF_024970125.1,False,,Clean,Monoderm (Keep)
GCF_025244825.1,False,,Clean,Monoderm (Keep)
GCF_025147905.1,False,,Clean,Monoderm (Keep)
GCF_025151995.1,False,,Clean,Monoderm (Keep)
GCF_025150245.1,False,,Clean,Monoderm (Keep)
GCF_025259685.1,False,,Clean,Monoderm (Keep)
GCF_025136135.1,False,,Clean,Monoderm (Keep)
GCF_025148285.1,False,,Clean,Monoderm (Keep)
GCF_025215495.1,False,,Clean,Monoderm (Keep)
GCF_025148125.1,False,,Clean,Monoderm (Keep)
GCF_024972835.1,False,,Clean,Monoderm (Keep)
GCF_025151715.1,False,,Clean,Monoderm (Keep)
GCF_025149125.1,False,,Clean,Monoderm (Keep)
GCF_025263665.1,False,,Clean,Monoderm (Keep)
GCF_025161015.1,False,,Clean,Monoderm (Keep)
GCF_025149285.1,False,,Clean,Monoderm (Keep)
GCF_025264685.1,False,,Clean,Monoderm (Keep)
GCF_024927965.1,False,,Clean,Monoderm (Keep)
GCF_025272815.1,False,,Clean,Monoderm (Keep)
GCF_025272695.1,False,,Clean,Monoderm (Keep)
GCF_025137375.1,False,,Clean,Monoderm (Keep)
GCF_025268675.1,False,,Clean,Monoderm (Keep)
GCF_025163575.1,False,,Clean,Monoderm (Keep)
GCF_025309535.1,False,,Clean,Monoderm (Keep)
GCF_025231465.1,False,,Clean,Monoderm (Keep)
GCF_025264705.1,False,,Clean,Monoderm (Keep)
GCF_025558285.1,False,,Clean,Monoderm (Keep)
GCF_025558265.1,False,,Clean,Monoderm (Keep)
GCF_025558385.1,False,,Clean,Monoderm (Keep)
GCF_025311515.1,False,,Clean,Monoderm (Keep)
GCF_025558685.1,False,,Clean,Monoderm (Keep)
GCF_025558765.1,False,,Clean,Monoderm (Keep)
GCF_025369755.1,False,,Clean,Monoderm (Keep)
GCF_025558705.1,False,,Clean,Monoderm (Keep)
GCF_025558745.1,False,,Clean,Monoderm (Keep)
GCF_025558645.1,False,,Clean,Monoderm (Keep)
GCF_025398055.1,False,,Clean,Monoderm (Keep)
GCF_025402835.1,False,,Clean,Monoderm (Keep)
GCF_025558205.1,False,,Clean,Monoderm (Keep)
GCF_025558945.1,False,,Clean,Monoderm (Keep)
GCF_025449355.1,False,,Clean,Monoderm (Keep)
GCF_025398935.1,False,,Clean,Monoderm (Keep)
GCF_025451935.1,False,,Clean,Monoderm (Keep)
GCF_025558965.1,False,,Clean,Monoderm (Keep)
GCF_025558185.1,False,,Clean,Monoderm (Keep)
GCF_025559005.1,False,,Clean,Monoderm (Keep)
GCF_025452035.1,False,,Clean,Monoderm (Keep)
GCF_025490575.1,False,,Clean,Monoderm (Keep)
GCF_025558225.1,False,,Clean,Monoderm (Keep)
GCF_025451515.1,False,,Clean,Monoderm (Keep)
GCF_025309655.1,False,,Clean,Monoderm (Keep)
GCF_025502505.1,False,,Clean,Monoderm (Keep)
GCF_025398895.1,False,,Clean,Monoderm (Keep)
GCF_025502485.1,False,,Clean,Monoderm (Keep)
GCF_025402855.1,False,,Clean,Monoderm (Keep)
GCF_025558425.1,False,,Clean,Monoderm (Keep)
GCF_025402775.1,False,,Clean,Monoderm (Keep)
GCF_025311455.1,False,,Clean,Monoderm (Keep)
GCF_025558405.1,False,,Clean,Monoderm (Keep)
GCF_025402755.1,False,,Clean,Monoderm (Keep)
GCF_025311475.1,False,,Clean,Monoderm (Keep)
GCF_025402795.1,False,,Clean,Monoderm (Keep)
GCF_025558565.1,False,,Clean,Monoderm (Keep)
GCF_025558605.1,False,,Clean,Monoderm (Keep)
GCF_025402735.1,False,,Clean,Monoderm (Keep)
GCF_025311495.1,False,,Clean,Monoderm (Keep)
GCF_025558525.1,False,,Clean,Monoderm (Keep)
GCF_025558545.1,False,,Clean,Monoderm (Keep)
GCF_025558445.1,False,,Clean,Monoderm (Keep)
GCF_025558585.1,False,,Clean,Monoderm (Keep)
GCF_025558325.1,False,,Clean,Monoderm (Keep)
GCF_025558825.1,False,,Clean,Monoderm (Keep)
GCF_025558905.1,False,,Clean,Monoderm (Keep)
GCF_025558845.1,False,,Clean,Monoderm (Keep)
GCF_025558055.1,False,,Clean,Monoderm (Keep)
GCF_025558865.1,False,,Clean,Monoderm (Keep)
GCF_025558665.1,False,,Clean,Monoderm (Keep)
GCF_025558115.1,False,,Clean,Monoderm (Keep)
GCF_025558305.1,False,,Clean,Monoderm (Keep)
GCF_025558365.1,False,,Clean,Monoderm (Keep)
GCF_025558245.1,False,,Clean,Monoderm (Keep)
GCF_025558785.1,False,,Clean,Monoderm (Keep)
GCF_025558345.1,False,,Clean,Monoderm (Keep)
GCF_025558625.1,False,,Clean,Monoderm (Keep)
GCF_025558805.1,False,,Clean,Monoderm (Keep)
GCF_025558725.1,False,,Clean,Monoderm (Keep)
GCF_025451635.1,False,,Clean,Monoderm (Keep)
GCF_025452095.1,False,,Clean,Monoderm (Keep)
GCF_025559045.1,False,,Clean,Monoderm (Keep)
GCF_025426155.1,False,,Clean,Monoderm (Keep)
GCF_025451795.1,False,,Clean,Monoderm (Keep)
GCF_025309755.1,False,,Clean,Monoderm (Keep)
GCF_025449235.1,False,,Clean,Monoderm (Keep)
GCF_025398035.1,False,,Clean,Monoderm (Keep)
GCF_025273675.1,False,,Clean,Monoderm (Keep)
GCF_025369935.1,False,,Clean,Monoderm (Keep)
GCF_025370975.1,False,,Clean,Monoderm (Keep)
GCF_025264725.1,False,,Clean,Monoderm (Keep)
GCF_025502545.1,False,,Clean,Monoderm (Keep)
GCF_025402955.1,False,,Clean,Monoderm (Keep)
GCF_025559085.1,False,,Clean,Monoderm (Keep)
GCF_025559125.1,False,,Clean,Monoderm (Keep)
GCF_025559165.1,False,,Clean,Monoderm (Keep)
GCF_025559225.1,False,,Clean,Monoderm (Keep)
GCF_025559325.1,False,,Clean,Monoderm (Keep)
GCF_025559265.1,False,,Clean,Monoderm (Keep)
GCF_025559705.1,False,,Clean,Monoderm (Keep)
GCF_025562795.1,False,,Clean,Monoderm (Keep)
GCF_025643635.1,False,,Clean,Monoderm (Keep)
GCF_025559685.1,False,,Clean,Monoderm (Keep)
GCF_025677705.1,False,,Clean,Monoderm (Keep)
GCF_025561605.1,False,,Clean,Monoderm (Keep)
GCF_025559805.1,False,,Clean,Monoderm (Keep)
GCF_025561565.1,False,,Clean,Monoderm (Keep)
GCF_025665415.1,False,,Clean,Monoderm (Keep)
GCF_025561505.1,False,,Clean,Monoderm (Keep)
GCF_025561625.1,False,,Clean,Monoderm (Keep)
GCF_025560845.1,False,,Clean,Monoderm (Keep)
GCF_025559725.1,False,,Clean,Monoderm (Keep)
GCF_025562955.1,False,,Clean,Monoderm (Keep)
GCF_025562815.1,False,,Clean,Monoderm (Keep)
GCF_025559605.1,False,,Clean,Monoderm (Keep)
GCF_025559785.1,False,,Clean,Monoderm (Keep)
GCF_025559565.1,False,,Clean,Monoderm (Keep)
GCF_025559405.1,False,,Clean,Monoderm (Keep)
GCF_025559665.1,False,,Clean,Monoderm (Keep)
GCF_025562895.1,False,,Clean,Monoderm (Keep)
GCF_025562875.1,False,,Clean,Monoderm (Keep)
GCF_025559585.1,False,,Clean,Monoderm (Keep)
GCF_025559625.1,False,,Clean,Monoderm (Keep)
GCF_025560865.1,False,,Clean,Monoderm (Keep)
GCF_025561585.1,False,,Clean,Monoderm (Keep)
GCF_025561445.1,False,,Clean,Monoderm (Keep)
GCF_025559745.1,False,,Clean,Monoderm (Keep)
GCF_025560825.1,False,,Clean,Monoderm (Keep)
GCF_025560905.1,False,,Clean,Monoderm (Keep)
GCF_025561545.1,False,,Clean,Monoderm (Keep)
GCF_025677645.1,False,,Clean,Monoderm (Keep)
GCF_025561465.1,False,,Clean,Monoderm (Keep)
GCF_025559765.1,False,,Clean,Monoderm (Keep)
GCF_025559465.1,False,,Clean,Monoderm (Keep)
GCF_025561645.1,False,,Clean,Monoderm (Keep)
GCF_025665315.1,False,,Clean,Monoderm (Keep)
GCF_025642215.1,False,,Clean,Monoderm (Keep)
GCF_025643315.1,False,,Clean,Monoderm (Keep)
GCF_025665255.1,False,,Clean,Monoderm (Keep)
GCF_025643295.1,False,,Clean,Monoderm (Keep)
GCF_025643055.1,False,,Clean,Monoderm (Keep)
GCF_025559645.1,False,,Clean,Monoderm (Keep)
GCF_025643015.1,False,,Clean,Monoderm (Keep)
GCF_025561165.1,False,,Clean,Monoderm (Keep)
GCF_025643075.1,False,,Clean,Monoderm (Keep)
GCF_025561005.1,False,,Clean,Monoderm (Keep)
GCF_025561025.1,False,,Clean,Monoderm (Keep)
GCF_025643035.1,False,,Clean,Monoderm (Keep)
GCF_025561145.1,False,,Clean,Monoderm (Keep)
GCF_025560965.1,False,,Clean,Monoderm (Keep)
GCF_025560885.1,False,,Clean,Monoderm (Keep)
GCF_025560925.1,False,,Clean,Monoderm (Keep)
GCF_025560945.1,False,,Clean,Monoderm (Keep)
GCF_025561205.1,False,,Clean,Monoderm (Keep)
GCF_025561305.1,False,,Clean,Monoderm (Keep)
GCF_025561265.1,False,,Clean,Monoderm (Keep)
GCF_025560805.1,False,,Clean,Monoderm (Keep)
GCF_025561365.1,False,,Clean,Monoderm (Keep)
GCF_025561085.1,False,,Clean,Monoderm (Keep)
GCF_025561425.1,False,,Clean,Monoderm (Keep)
GCF_025559525.1,False,,Clean,Monoderm (Keep)
GCF_025560785.1,False,,Clean,Monoderm (Keep)
GCF_025561045.1,False,,Clean,Monoderm (Keep)
GCF_025583665.1,False,,Clean,Monoderm (Keep)
GCF_025665275.1,False,,Clean,Monoderm (Keep)
GCF_025643395.1,False,,Clean,Monoderm (Keep)
GCF_025665475.1,False,,Clean,Monoderm (Keep)
GCF_025643595.1,False,,Clean,Monoderm (Keep)
GCF_025677725.1,False,,Clean,Monoderm (Keep)
GCF_025677785.1,False,,Clean,Monoderm (Keep)
GCF_025723165.1,False,,Clean,Monoderm (Keep)
GCF_025725725.1,False,,Clean,Monoderm (Keep)
GCF_025643355.1,False,,Clean,Monoderm (Keep)
GCF_025642175.1,False,,Clean,Monoderm (Keep)
GCF_025722975.1,False,,Clean,Monoderm (Keep)
GCF_025642155.1,False,,Clean,Monoderm (Keep)
GCF_025642135.1,False,,Clean,Monoderm (Keep)
GCF_025720855.1,False,,Clean,Monoderm (Keep)
GCF_025665295.1,False,,Clean,Monoderm (Keep)
GCF_025913655.1,False,,Clean,Monoderm (Keep)
GCF_025958125.1,False,,Clean,Monoderm (Keep)
GCF_025958805.1,False,,Clean,Monoderm (Keep)
GCF_025958785.1,False,,Clean,Monoderm (Keep)
GCF_025913675.1,False,,Clean,Monoderm (Keep)
GCF_025916235.1,False,,Clean,Monoderm (Keep)
GCF_025913595.1,False,,Clean,Monoderm (Keep)
GCF_025946785.1,False,,Clean,Monoderm (Keep)
GCF_025958325.1,False,,Clean,Monoderm (Keep)
GCF_025958825.1,False,,Clean,Monoderm (Keep)
GCF_025946885.1,False,,Clean,Monoderm (Keep)
GCF_025913635.1,False,,Clean,Monoderm (Keep)
GCF_025919745.1,False,,Clean,Monoderm (Keep)
GCF_025913555.1,False,,Clean,Monoderm (Keep)
GCF_025958445.1,False,,Clean,Monoderm (Keep)
GCF_025884515.1,False,,Clean,Monoderm (Keep)
GCF_025809335.1,False,,Clean,Monoderm (Keep)
GCF_025913615.1,False,,Clean,Monoderm (Keep)
GCF_025946905.1,False,,Clean,Monoderm (Keep)
GCF_025919585.1,False,,Clean,Monoderm (Keep)
GCF_025946485.2,False,,Clean,Monoderm (Keep)
GCF_025739325.1,False,,Clean,Monoderm (Keep)
GCF_025948295.1,False,,Clean,Monoderm (Keep)
GCF_025732135.1,False,,Clean,Monoderm (Keep)
GCF_025739165.1,False,,Clean,Monoderm (Keep)
GCF_025946865.1,False,,Clean,Monoderm (Keep)
GCF_025919765.1,False,,Clean,Monoderm (Keep)
GCF_025946945.1,False,,Clean,Monoderm (Keep)
GCF_025946805.1,False,,Clean,Monoderm (Keep)
GCF_025908235.1,False,,Clean,Monoderm (Keep)
GCF_025808195.1,False,,Clean,Monoderm (Keep)
GCF_025946925.1,False,,Clean,Monoderm (Keep)
GCF_025958845.1,False,,Clean,Monoderm (Keep)
GCF_025908255.1,False,,Clean,Monoderm (Keep)
GCF_025958025.1,False,,Clean,Monoderm (Keep)
GCF_025946725.1,False,,Clean,Monoderm (Keep)
GCF_025792455.1,False,,Clean,Monoderm (Keep)
GCF_025854375.1,False,,Clean,Monoderm (Keep)
GCF_025958625.1,False,,Clean,Monoderm (Keep)
GCF_025958065.1,False,,Clean,Monoderm (Keep)
GCF_025808175.1,False,,Clean,Monoderm (Keep)
GCF_025957845.1,False,,Clean,Monoderm (Keep)
GCF_025946745.1,False,,Clean,Monoderm (Keep)
GCF_025958085.1,False,,Clean,Monoderm (Keep)
GCF_025957925.1,False,,Clean,Monoderm (Keep)
GCF_025758395.1,False,,Clean,Monoderm (Keep)
GCF_025905465.1,False,,Clean,Monoderm (Keep)
GCF_025908215.1,False,,Clean,Monoderm (Keep)
GCF_025836995.1,False,,Clean,Monoderm (Keep)
GCF_025758165.1,False,,Clean,Monoderm (Keep)
GCF_025758105.1,False,,Clean,Monoderm (Keep)
GCF_025758205.1,False,,Clean,Monoderm (Keep)
GCF_025758225.1,False,,Clean,Monoderm (Keep)
GCF_025809235.1,False,,Clean,Monoderm (Keep)
GCF_025758185.1,False,,Clean,Monoderm (Keep)
GCF_025813735.1,False,,Clean,Monoderm (Keep)
GCF_025914075.1,False,,Clean,Monoderm (Keep)
GCF_025758145.1,False,,Clean,Monoderm (Keep)
GCF_025758245.1,False,,Clean,Monoderm (Keep)
GCF_025917685.1,False,,Clean,Monoderm (Keep)
GCF_025809355.1,False,,Clean,Monoderm (Keep)
GCF_025914055.1,False,,Clean,Monoderm (Keep)
GCF_025837115.1,False,,Clean,Monoderm (Keep)
GCF_025837095.1,False,,Clean,Monoderm (Keep)
GCF_025809295.1,False,,Clean,Monoderm (Keep)
GCF_025732155.1,False,,Clean,Monoderm (Keep)
GCF_025857215.1,False,,Clean,Monoderm (Keep)
GCF_025917635.1,False,,Clean,Monoderm (Keep)
GCF_025837135.1,False,,Clean,Monoderm (Keep)
GCF_025957665.1,False,,Clean,Monoderm (Keep)
GCF_025809195.1,False,,Clean,Monoderm (Keep)
GCF_025854275.1,False,,Clean,Monoderm (Keep)
GCF_025960345.1,False,,Clean,Monoderm (Keep)
GCF_025958865.1,False,,Clean,Monoderm (Keep)
GCF_025958905.1,False,,Clean,Monoderm (Keep)
GCF_025958885.1,False,,Clean,Monoderm (Keep)
GCF_025958925.1,False,,Clean,Monoderm (Keep)
GCF_025960325.1,False,,Clean,Monoderm (Keep)
GCF_026185255.2,False,,Clean,Monoderm (Keep)
GCF_026194135.2,False,,Clean,Monoderm (Keep)
GCF_026016765.1,False,,Clean,Monoderm (Keep)
GCF_025960385.1,False,,Clean,Monoderm (Keep)
GCF_026167645.1,False,,Clean,Monoderm (Keep)
GCF_026016825.1,False,,Clean,Monoderm (Keep)
GCF_026183435.1,False,,Clean,Monoderm (Keep)
GCF_026016845.1,False,,Clean,Monoderm (Keep)
GCF_026224615.1,False,,Clean,Monoderm (Keep)
GCF_026073455.1,False,,Clean,Monoderm (Keep)
GCF_026013725.1,False,,Clean,Monoderm (Keep)
GCF_026016545.1,False,,Clean,Monoderm (Keep)
GCF_026073115.1,False,,Clean,Monoderm (Keep)
GCF_026073415.1,False,,Clean,Monoderm (Keep)
GCF_026153115.1,False,,Clean,Monoderm (Keep)
GCF_026224755.1,False,,Clean,Monoderm (Keep)
GCF_026073625.1,False,,Clean,Monoderm (Keep)
GCF_025989775.1,False,,Clean,Monoderm (Keep)
GCF_025998395.1,False,,Clean,Monoderm (Keep)
GCF_026153315.1,False,,Clean,Monoderm (Keep)
GCF_026073735.1,False,,Clean,Monoderm (Keep)
GCF_026073435.1,False,,Clean,Monoderm (Keep)
GCF_026000575.1,False,,Clean,Monoderm (Keep)
GCF_026072755.1,False,,Clean,Monoderm (Keep)
GCF_026168515.1,False,,Clean,Monoderm (Keep)
GCF_026073915.1,False,,Clean,Monoderm (Keep)
GCF_026013765.1,False,,Clean,Monoderm (Keep)
GCF_025997915.1,False,,Clean,Monoderm (Keep)
GCF_026224735.1,False,,Clean,Monoderm (Keep)
GCF_026000635.1,False,,Clean,Monoderm (Keep)
GCF_026153295.1,False,,Clean,Monoderm (Keep)
