Strain_Name,BGC_Filename,PBP2_Count,PBP2_Locus_Tags
GCF_034343125.1,NZ_CP139957.1.region002.gbk,0,
GCF_034343125.1,NZ_CP139957.1.region003.gbk,0,
GCF_034343125.1,NZ_CP139957.1.region004.gbk,0,
GCF_034343125.1,NZ_CP139957.1.region005.gbk,0,
GCF_034119785.1,NZ_CP139422.1.region001.gbk,0,
GCF_034119785.1,NZ_CP139422.1.region002.gbk,0,
GCF_034119785.1,NZ_CP139422.1.region003.gbk,0,
GCF_034119785.1,NZ_CP139422.1.region004.gbk,0,
GCF_034119785.1,NZ_CP139422.1.region005.gbk,1,SLW72_RS16645
GCF_034120055.1,NZ_CP139368.1.region001.gbk,0,
GCF_034120055.1,NZ_CP139368.1.region002.gbk,0,
GCF_034120055.1,NZ_CP139368.1.region003.gbk,0,
GCF_034120055.1,NZ_CP139368.1.region004.gbk,0,
GCF_034120055.1,NZ_CP139368.1.region005.gbk,0,
GCF_034422335.1,NZ_CP139863.1.region001.gbk,0,
GCF_034422335.1,NZ_CP139863.1.region002.gbk,0,
GCF_034422335.1,NZ_CP139863.1.region003.gbk,0,
GCF_034422335.1,NZ_CP139863.1.region004.gbk,0,
GCF_034271255.1,NZ_CP134872.1.region001.gbk,0,
GCF_034271255.1,NZ_CP134872.1.region002.gbk,0,
GCF_034271255.1,NZ_CP134872.1.region003.gbk,0,
GCF_034271255.1,NZ_CP134872.1.region004.gbk,0,
GCF_034271255.1,NZ_CP134872.1.region005.gbk,0,
GCF_034344045.1,NZ_CP133773.1.region001.gbk,0,
GCF_034344045.1,NZ_CP133773.1.region002.gbk,0,
GCF_034344045.1,NZ_CP133773.1.region003.gbk,0,
GCF_034119805.1,NZ_CP139423.1.region001.gbk,0,
GCF_034119805.1,NZ_CP139423.1.region002.gbk,0,
GCF_034119805.1,NZ_CP139423.1.region003.gbk,0,
GCF_034119805.1,NZ_CP139423.1.region004.gbk,0,
GCF_034119805.1,NZ_CP139423.1.region005.gbk,1,SLW73_RS16635
GCF_034421375.1,NZ_CP139779.1.region001.gbk,0,
GCF_034421375.1,NZ_CP139779.1.region002.gbk,0,
GCF_034421375.1,NZ_CP139779.1.region003.gbk,0,
GCF_034421375.1,NZ_CP139779.1.region004.gbk,0,
GCF_035621655.1,NZ_CP141796.1.region001.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region001.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region002.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region003.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region004.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region005.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region006.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region007.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region008.gbk,0,
GCF_034055775.1,NZ_CP139194.1.region009.gbk,0,
GCF_034644395.1,NZ_CP141096.1.region001.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region001.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region002.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region003.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region004.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region005.gbk,0,
GCF_034258515.1,NZ_CP139438.1.region006.gbk,0,
GCF_034554895.2,NZ_CP152310.1.region001.gbk,1,UXQ30_RS00460
GCF_034554895.2,NZ_CP152310.1.region002.gbk,0,
GCF_034554895.2,NZ_CP152310.1.region003.gbk,0,
GCF_034554895.2,NZ_CP152310.1.region004.gbk,0,
GCF_034554895.2,NZ_CP152310.1.region005.gbk,1,UXQ30_RS11145
GCF_034554895.2,NZ_CP152310.1.region006.gbk,0,
GCF_034554895.2,NZ_CP152310.1.region007.gbk,0,
GCF_035209715.1,NZ_CP118670.1.region001.gbk,0,
GCF_034344885.1,NZ_CP120056.1.region001.gbk,0,
GCF_034344885.1,NZ_CP120056.1.region002.gbk,1,P3U36_RS03460
GCF_034344885.1,NZ_CP120056.1.region003.gbk,0,
GCF_034344885.1,NZ_CP120056.1.region004.gbk,0,
GCF_034344885.1,NZ_CP120056.1.region005.gbk,1,P3U36_RS11565
GCF_034344885.1,NZ_CP120056.1.region006.gbk,0,
GCF_034344885.1,NZ_CP120056.1.region007.gbk,0,
GCF_034376615.1,NZ_CP139723.1.region001.gbk,0,
GCF_034376615.1,NZ_CP139723.1.region002.gbk,0,
GCF_034376615.1,NZ_CP139723.1.region003.gbk,0,
GCF_034376615.1,NZ_CP139723.1.region004.gbk,0,
GCF_034376615.1,NZ_CP139723.1.region005.gbk,0,
GCF_034479305.1,NZ_CP140150.1.region001.gbk,0,
GCF_034479305.1,NZ_CP140150.1.region002.gbk,0,
GCF_034479305.1,NZ_CP140150.1.region003.gbk,0,
GCF_034479305.1,NZ_CP140150.1.region004.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region001.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region002.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region003.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region004.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region005.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region006.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region007.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region008.gbk,0,
GCF_034054115.1,NZ_CP139188.1.region009.gbk,0,
GCF_034479795.1,NZ_CP120053.1.region001.gbk,1,P3U09_RS00340
GCF_034479795.1,NZ_CP120053.1.region002.gbk,0,
GCF_034479795.1,NZ_CP120053.1.region003.gbk,0,
GCF_034479795.1,NZ_CP120053.1.region004.gbk,0,
GCF_034479795.1,NZ_CP120053.1.region005.gbk,1,P3U09_RS11200
GCF_034479795.1,NZ_CP120053.1.region006.gbk,0,
GCF_034479795.1,NZ_CP120053.1.region007.gbk,0,
GCF_034424965.2,NZ_CP160634.1.region001.gbk,1,U2F24_RS00450
GCF_034424965.2,NZ_CP160634.1.region002.gbk,0,
GCF_034424965.2,NZ_CP160634.1.region003.gbk,0,
GCF_034424965.2,NZ_CP160634.1.region004.gbk,0,
GCF_034424965.2,NZ_CP160634.1.region005.gbk,1,U2F24_RS11145
GCF_034424965.2,NZ_CP160634.1.region006.gbk,0,
GCF_034424965.2,NZ_CP160634.1.region007.gbk,0,
GCF_035200785.1,NZ_CP128357.1.region001.gbk,0,
GCF_035571435.1,NZ_CP141531.1.region001.gbk,0,
GCF_034357665.1,NZ_CP120057.1.region001.gbk,1,P3U64_RS00335
GCF_034357665.1,NZ_CP120057.1.region002.gbk,0,
GCF_034357665.1,NZ_CP120057.1.region003.gbk,0,
GCF_034357665.1,NZ_CP120057.1.region004.gbk,0,
GCF_034357665.1,NZ_CP120057.1.region005.gbk,1,P3U64_RS11195
GCF_034357665.1,NZ_CP120057.1.region006.gbk,0,
GCF_034357665.1,NZ_CP120057.1.region007.gbk,0,
GCF_034642355.1,NZ_CP141076.1.region001.gbk,0,
GCF_034642355.1,NZ_CP141076.1.region002.gbk,0,
GCF_034554905.2,NZ_CP157420.1.region001.gbk,1,UXQ45_RS00625
GCF_034554905.2,NZ_CP157420.1.region002.gbk,0,
GCF_034554905.2,NZ_CP157420.1.region003.gbk,0,
GCF_034554905.2,NZ_CP157420.1.region004.gbk,0,
GCF_034554905.2,NZ_CP157420.1.region005.gbk,1,UXQ45_RS11985
GCF_034554905.2,NZ_CP157420.1.region006.gbk,0,
GCF_034554905.2,NZ_CP157420.1.region007.gbk,0,
GCF_034425135.2,NZ_CP158131.1.region001.gbk,1,Q6165_RS00525
GCF_034425135.2,NZ_CP158131.1.region002.gbk,0,
GCF_034425135.2,NZ_CP158131.1.region003.gbk,0,
GCF_034425135.2,NZ_CP158131.1.region004.gbk,0,
GCF_034425135.2,NZ_CP158131.1.region005.gbk,1,Q6165_RS11160
GCF_034425135.2,NZ_CP158131.1.region006.gbk,0,
GCF_034425135.2,NZ_CP158131.1.region007.gbk,0,
GCF_035231985.1,NZ_CP117983.1.region001.gbk,0,
GCF_035231985.1,NZ_CP117984.1.region001.gbk,0,
GCF_034425095.2,NZ_CP160635.1.region001.gbk,1,U2F28_RS00450
GCF_034425095.2,NZ_CP160635.1.region002.gbk,0,
GCF_034425095.2,NZ_CP160635.1.region003.gbk,0,
GCF_034425095.2,NZ_CP160635.1.region004.gbk,0,
GCF_034425095.2,NZ_CP160635.1.region005.gbk,1,U2F28_RS11565
GCF_034425095.2,NZ_CP160635.1.region006.gbk,0,
GCF_034425095.2,NZ_CP160635.1.region007.gbk,0,
GCF_035621435.1,NZ_CP141812.1.region001.gbk,0,
GCF_035621435.1,NZ_CP141812.1.region002.gbk,0,
GCF_034425115.2,NZ_CP169947.1.region001.gbk,1,U2B25_RS00725
GCF_034425115.2,NZ_CP169947.1.region002.gbk,0,
GCF_034425115.2,NZ_CP169947.1.region003.gbk,0,
GCF_034425115.2,NZ_CP169947.1.region004.gbk,0,
GCF_034425115.2,NZ_CP169947.1.region005.gbk,1,U2B25_RS11800
GCF_034425115.2,NZ_CP169947.1.region006.gbk,0,
GCF_034425115.2,NZ_CP169947.1.region007.gbk,0,
GCF_035666155.1,NZ_CP142018.1.region001.gbk,0,
GCF_035666155.1,NZ_CP142018.1.region002.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region001.gbk,1,R5U08_RS00765
GCF_033216215.1,NZ_CP137524.1.region002.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region003.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region004.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region005.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region006.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region007.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region008.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region009.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region010.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region011.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region012.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region013.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region014.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region015.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region016.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region017.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region018.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region019.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region020.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region021.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region022.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region023.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region024.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region025.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region026.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region027.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region028.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region029.gbk,0,
GCF_033216215.1,NZ_CP137524.1.region030.gbk,0,
GCF_035583175.1,NZ_CP141640.1.region001.gbk,0,
GCF_035583175.1,NZ_CP141640.1.region002.gbk,0,
GCF_035621675.1,NZ_CP141798.1.region001.gbk,0,
GCF_035621675.1,NZ_CP141798.1.region002.gbk,0,
GCF_035586595.1,NZ_CP141586.1.region001.gbk,0,
GCF_035330705.1,NZ_CP141327.1.region001.gbk,0,
GCF_035066605.1,NZ_CP125807.1.region001.gbk,0,
GCF_035066605.1,NZ_CP125807.1.region002.gbk,0,
GCF_035066585.1,NZ_CP125808.1.region001.gbk,0,
GCF_035066585.1,NZ_CP125808.1.region002.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region001.gbk,1,U1897_RS00615
GCF_034427355.2,NZ_CP169944.1.region002.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region003.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region004.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region005.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region006.gbk,1,U1897_RS11970
GCF_034427355.2,NZ_CP169944.1.region007.gbk,0,
GCF_034427355.2,NZ_CP169944.1.region008.gbk,0,
GCF_035750805.1,NZ_CP142094.1.region001.gbk,0,
GCF_035750805.1,NZ_CP142094.1.region002.gbk,1,VQ623_RS03710
GCF_035750805.1,NZ_CP142094.1.region003.gbk,0,
GCF_035621375.1,NZ_CP141754.1.region001.gbk,0,
GCF_035621375.1,NZ_CP141754.1.region002.gbk,0,
GCF_035621135.1,NZ_CP141728.1.region001.gbk,0,
GCF_035621135.1,NZ_CP141728.1.region002.gbk,0,
GCF_035621795.1,NZ_CP141830.1.region001.gbk,0,
GCF_035621795.1,NZ_CP141830.1.region002.gbk,0,
GCF_035621795.1,NZ_CP141830.1.region003.gbk,0,
GCF_034421975.1,NZ_CP139867.1.region001.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region001.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region002.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region003.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region004.gbk,1,U0320_RS08960
GCF_034421975.1,NZ_CP139868.1.region005.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region006.gbk,0,
GCF_034421975.1,NZ_CP139868.1.region007.gbk,1,U0320_RS12095
GCF_034421975.1,NZ_CP139868.1.region008.gbk,0,
GCF_034644175.1,NZ_CP141091.1.region001.gbk,0,
GCF_034644175.1,NZ_CP141092.1.region001.gbk,0,
GCF_034644175.1,NZ_CP141092.1.region002.gbk,0,
GCF_034644175.1,NZ_CP141092.1.region003.gbk,0,
GCF_035334605.1,NZ_CP141330.1.region001.gbk,0,
GCF_035334605.1,NZ_CP141330.1.region002.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region001.gbk,1,U2A24_RS00610
GCF_034424945.2,NZ_CP160409.1.region002.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region003.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region004.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region005.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region006.gbk,1,U2A24_RS11945
GCF_034424945.2,NZ_CP160409.1.region007.gbk,0,
GCF_034424945.2,NZ_CP160409.1.region008.gbk,0,
GCF_035336205.1,NZ_CP141331.1.region001.gbk,0,
GCF_035336205.1,NZ_CP141331.1.region002.gbk,0,
GCF_035336205.1,NZ_CP141331.1.region003.gbk,0,
GCF_035336205.1,NZ_CP141331.1.region004.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region001.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region002.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region003.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region004.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region005.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region006.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region007.gbk,0,
GCF_034440835.1,NZ_CP140123.1.region008.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region001.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region002.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region003.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region004.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region005.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region006.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region007.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region008.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region009.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region010.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region011.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region012.gbk,0,
GCF_034060585.1,NZ_CP139053.1.region013.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region001.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region002.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region003.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region004.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region005.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region006.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region007.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region008.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region009.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region010.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region011.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region012.gbk,0,
GCF_034061945.1,NZ_CP139086.1.region013.gbk,0,
GCF_035588615.1,NZ_CP141596.1.region001.gbk,0,
GCF_035588615.1,NZ_CP141596.1.region002.gbk,0,
GCF_035588615.1,NZ_CP141596.1.region003.gbk,0,
GCF_035588615.1,NZ_CP141596.1.region004.gbk,0,
GCF_035588615.1,NZ_CP141598.1.region001.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region001.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region002.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region003.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region004.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region005.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region006.gbk,0,
GCF_034479695.1,NZ_CP140267.1.region007.gbk,0,
GCF_034479695.1,NZ_CP140271.1.region001.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region001.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region002.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region003.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region004.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region005.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region006.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region007.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region008.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region009.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region010.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region011.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region012.gbk,0,
GCF_034055115.1,NZ_CP139190.1.region013.gbk,1,SK061_RS22455
GCF_034479815.1,NZ_CP140276.1.region001.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region002.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region003.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region004.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region005.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region006.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region007.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region008.gbk,0,
GCF_034479815.1,NZ_CP140276.1.region009.gbk,0,
GCF_035338015.1,NZ_CP141335.1.region001.gbk,0,
GCF_035338015.1,NZ_CP141335.1.region002.gbk,0,
GCF_035338015.1,NZ_CP141335.1.region003.gbk,0,
GCF_035338015.1,NZ_CP141335.1.region004.gbk,0,
GCF_035338015.1,NZ_CP141335.1.region005.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region001.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region002.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region003.gbk,1,R2B38_RS04005
GCF_033335955.1,NZ_CP137549.1.region004.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region005.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region006.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region007.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region008.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region009.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region010.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region011.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region012.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region013.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region014.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region015.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region016.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region017.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region018.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region019.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region020.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region021.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region022.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region023.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region024.gbk,0,
GCF_033335955.1,NZ_CP137549.1.region025.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region001.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region002.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region003.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region004.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region005.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region006.gbk,0,
GCF_033335955.1,NZ_CP137550.1.region007.gbk,0,
GCF_034661175.1,NZ_CP141058.1.region001.gbk,0,
GCF_034661175.1,NZ_CP141058.1.region002.gbk,0,
GCF_034661175.1,NZ_CP141058.1.region003.gbk,0,
GCF_035609305.1,NZ_CP141211.1.region001.gbk,0,
GCF_035609305.1,NZ_CP141211.1.region002.gbk,0,
GCF_035609305.1,NZ_CP141211.1.region003.gbk,0,
GCF_035609305.1,NZ_CP141211.1.region004.gbk,0,
GCF_035609305.1,NZ_CP141211.1.region005.gbk,0,
GCF_035189165.1,NZ_CP045246.1.region001.gbk,1,GC088_RS01710
GCF_035189165.1,NZ_CP045246.1.region002.gbk,0,
GCF_035189165.1,NZ_CP045246.1.region003.gbk,0,
GCF_035189165.1,NZ_CP045246.1.region004.gbk,0,
GCF_035189165.1,NZ_CP045246.1.region005.gbk,0,
GCF_035573695.1,NZ_CP121694.1.region001.gbk,0,
GCF_035573695.1,NZ_CP121694.1.region002.gbk,0,
GCF_035573695.1,NZ_CP121694.1.region003.gbk,0,
GCF_035904565.1,NZ_CP121161.1.region001.gbk,0,
GCF_035904565.1,NZ_CP121161.1.region002.gbk,0,
GCF_035904565.1,NZ_CP121161.1.region003.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region001.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region002.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region003.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region004.gbk,1,SR852_RS05460
GCF_034478925.1,NZ_CP140161.1.region005.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region006.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region007.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region008.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region009.gbk,0,
GCF_034478925.1,NZ_CP140161.1.region010.gbk,0,
GCF_035188445.1,NZ_CP045253.1.region001.gbk,0,
GCF_035188445.1,NZ_CP045253.1.region002.gbk,0,
GCF_035188445.1,NZ_CP045253.1.region003.gbk,0,
GCF_035188445.1,NZ_CP045253.1.region004.gbk,0,
GCF_035188445.1,NZ_CP045253.1.region005.gbk,0,
GCF_035907395.1,NZ_CP121263.1.region001.gbk,0,
GCF_035907395.1,NZ_CP121263.1.region002.gbk,1,P8632_RS03635
GCF_035907395.1,NZ_CP121263.1.region003.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region001.gbk,1,LI754_RS00820
GCF_034809545.1,NZ_CP085320.1.region002.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region003.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region004.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region005.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region006.gbk,1,LI754_RS11830
GCF_034809545.1,NZ_CP085320.1.region007.gbk,0,
GCF_034809545.1,NZ_CP085320.1.region008.gbk,0,
GCF_034809525.1,NZ_CP085318.1.region001.gbk,0,
GCF_034809525.1,NZ_CP085318.1.region002.gbk,0,
GCF_034809525.1,NZ_CP085318.1.region003.gbk,1,LI911_RS09715
GCF_034809525.1,NZ_CP085318.1.region004.gbk,0,
GCF_034809525.1,NZ_CP085318.1.region005.gbk,0,
GCF_034809525.1,NZ_CP085318.1.region006.gbk,1,LI911_RS12920
GCF_034809525.1,NZ_CP085318.1.region007.gbk,0,
GCF_034809525.1,NZ_CP085319.1.region001.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region001.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region002.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region003.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region004.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region005.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region006.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region007.gbk,0,
GCF_034259245.1,NZ_CP139483.1.region008.gbk,0,
GCF_034259245.1,NZ_CP139484.1.region001.gbk,0,
GCF_034259245.1,NZ_CP139484.1.region002.gbk,0,
GCF_034259245.1,NZ_CP139484.1.region003.gbk,0,
GCF_034661335.1,NZ_CP101314.1.region001.gbk,1,NMJ60_RS00530
GCF_034661335.1,NZ_CP101314.1.region002.gbk,0,
GCF_034661335.1,NZ_CP101314.1.region003.gbk,0,
GCF_034661335.1,NZ_CP101314.1.region004.gbk,0,
GCF_034661335.1,NZ_CP101314.1.region005.gbk,1,NMJ60_RS11485
GCF_034661335.1,NZ_CP101314.1.region006.gbk,0,
GCF_034661335.1,NZ_CP101314.1.region007.gbk,0,
GCF_035231185.1,NZ_CP141117.1.region001.gbk,0,
GCF_035231185.1,NZ_CP141117.1.region002.gbk,1,VC184_RS01865
GCF_035231185.1,NZ_CP141117.1.region003.gbk,0,
GCF_035231185.1,NZ_CP141117.1.region004.gbk,0,
GCF_035231185.1,NZ_CP141117.1.region005.gbk,0,
GCF_035231185.1,NZ_CP141117.1.region006.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region001.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region002.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region003.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region004.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region005.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region006.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region007.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region008.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region009.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region010.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region011.gbk,0,
GCF_034078685.1,NZ_CP139214.1.region012.gbk,0,
GCF_034078685.1,NZ_CP139215.1.region001.gbk,0,
GCF_034078685.1,NZ_CP139215.1.region002.gbk,0,
GCF_034078685.1,NZ_CP139215.1.region003.gbk,0,
GCF_034078685.1,NZ_CP139215.1.region004.gbk,0,
GCF_034661235.1,NZ_CP141059.1.region001.gbk,0,
GCF_034661235.1,NZ_CP141059.1.region002.gbk,0,
GCF_034661235.1,NZ_CP141059.1.region003.gbk,0,
GCF_034661235.1,NZ_CP141059.1.region004.gbk,0,
GCF_034661235.1,NZ_CP141059.1.region005.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region001.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region002.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region003.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region004.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region005.gbk,0,
GCF_034085295.1,NZ_CP139198.1.region006.gbk,0,
