"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus"
"4263","GCF_026648075.1_NZ_CP085646.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648075.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4264","GCF_026648235.1_NZ_CP085648.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648235.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4265","GCF_026648355.1_NZ_CP085650.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648355.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4266","GCF_026650265.1_NZ_CP085652.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650265.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4267","GCF_026650305.1_NZ_CP085654.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650305.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4268","GCF_026650345.1_NZ_CP085656.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650345.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4269","GCF_026650385.1_NZ_CP085658.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650385.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4270","GCF_026650425.1_NZ_CP085660.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650425.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4271","GCF_026650465.1_NZ_CP085662.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650465.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4272","GCF_026650525.1_NZ_CP085665.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650525.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4273","GCF_026650565.1_NZ_CP085667.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650565.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4274","GCF_026650605.1_NZ_CP085669.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650605.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4275","GCF_026650645.1_NZ_CP085671.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650645.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4276","GCF_026650685.1_NZ_CP085673.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650685.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4277","GCF_026650725.1_NZ_CP085675.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650725.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4278","GCF_026650765.1_NZ_CP085677.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650765.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4279","GCF_026650805.1_NZ_CP085679.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650805.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4280","GCF_026650845.1_NZ_CP085681.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650845.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4281","GCF_026740135.1_NZ_CP085664.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026740135.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4282","GCF_026650825.1_NZ_CP085680.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650825.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4283","GCF_026650785.1_NZ_CP085678.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650785.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4284","GCF_026650745.1_NZ_CP085676.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650745.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4285","GCF_026650705.1_NZ_CP085674.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650705.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4286","GCF_026650665.1_NZ_CP085672.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650665.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4287","GCF_026650625.1_NZ_CP085670.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650625.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4288","GCF_026650585.1_NZ_CP085668.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650585.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4289","GCF_026650545.1_NZ_CP085666.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650545.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4290","GCF_026650485.1_NZ_CP085663.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650485.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4291","GCF_026650445.1_NZ_CP085661.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650445.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4292","GCF_026650405.1_NZ_CP085659.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650405.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4293","GCF_026650365.1_NZ_CP085657.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650365.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4294","GCF_026650325.1_NZ_CP085655.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650325.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4295","GCF_026650285.1_NZ_CP085653.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026650285.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4296","GCF_026648415.1_NZ_CP085651.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648415.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4297","GCF_026648315.1_NZ_CP085649.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648315.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4298","GCF_026648185.1_NZ_CP085647.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026648185.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4299","GCF_026647995.1_NZ_CP085645.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026647995.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4300","GCF_026647725.1_NZ_CP085643.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_026647725.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4301","GCF_901482545.1_NZ_LR590478.1.region007",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_901482545.1\index.html","#r1c7","NI-siderophore","0",0,"Corynebacterium"
"4302","GCF_001186445.1_NZ_CP012136.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001186445.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4303","GCF_001867085.1_NZ_CP015187.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867085.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4304","GCF_001867005.1_NZ_CP015183.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867005.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4305","GCF_001969085.2_NZ_CP026501.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969085.2\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4306","GCF_001969145.1_NZ_CP023395.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969145.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4307","GCF_001969095.1_NZ_CP024442.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969095.1\index.html","#r1c6","NI-siderophore","0",0,"Corynebacterium"
"4308","GCF_001867045.1_NZ_CP015185.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867045.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4309","GCF_001969165.3_NZ_CP021982.2.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001969165.3\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4310","GCF_001867065.1_NZ_CP015186.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867065.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4311","GCF_001866985.1_NZ_CP015192.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001866985.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4312","GCF_001922285.1_NZ_CP017292.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001922285.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4313","GCF_001922265.1_NZ_CP017291.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001922265.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4314","GCF_001867105.1_NZ_CP015188.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867105.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4315","GCF_001867125.1_NZ_CP015189.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867125.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4316","GCF_001867145.1_NZ_CP015190.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867145.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4317","GCF_001867025.1_NZ_CP015184.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867025.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4318","GCF_001867165.1_NZ_CP015191.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001867165.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4319","GCF_001579825.2_NZ_CP013260.2.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579825.2\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4320","GCF_001579865.1_NZ_CP013261.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579865.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4321","GCF_001579885.2_NZ_CP013262.2.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001579885.2\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4322","GCF_009762695.1_NZ_CP046734.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762695.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4323","GCF_000248375.2_NC_016932.2.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000248375.2\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4324","GCF_000263755.5_NC_017945.3.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000263755.5\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4325","GCF_000259155.4_NC_017730.4.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000259155.4\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4326","GCF_000227605.3_NC_017307.3.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000227605.3\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4327","GCF_045588645.1_NZ_CP052883.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_045588645.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4328","GCF_046523895.1_NZ_CP052882.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_046523895.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4329","GCF_901482565.1_NZ_LR590479.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_901482565.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4330","GCF_000241855.1_NC_016781.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000241855.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4331","GCF_001298505.1_NZ_CP012695.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001298505.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4332","GCF_001975165.1_NZ_CP017711.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001975165.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4333","GCF_001653315.1_NZ_CP014543.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001653315.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4334","GCF_009759765.1_NZ_CP046644.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759765.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4335","GCF_000258385.1_NC_017462.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000258385.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4336","GCF_002869805.1_NZ_CP024995.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002869805.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4337","GCF_002953955.1_NZ_CP026524.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953955.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4338","GCF_008462025.1_NZ_CP035789.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008462025.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4339","GCF_002953315.1_NZ_CP026499.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953315.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4340","GCF_002953235.1_NZ_CP026374.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953235.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4341","GCF_002953275.1_NZ_CP026500.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002953275.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4342","GCF_008461845.1_NZ_CP036149.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008461845.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4343","GCF_008461625.1_NZ_CP035745.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_008461625.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4344","GCF_003955885.1_NZ_CP034411.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003955885.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4345","GCF_003955905.1_NZ_CP034410.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003955905.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4346","GCF_006974085.1_NZ_CP035714.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006974085.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4347","GCF_004193635.1_NZ_CP035715.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193635.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4348","GCF_004193655.1_NZ_CP035716.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193655.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4349","GCF_004193675.1_NZ_CP035717.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193675.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4350","GCF_004193695.1_NZ_CP035718.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193695.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4351","GCF_004193955.1_NZ_CP035719.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004193955.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4352","GCF_004295625.1_NZ_CP036169.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004295625.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4353","GCF_004323755.1_NZ_CP036257.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004323755.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4354","GCF_004323775.1_NZ_CP036258.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004323775.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4355","GCF_004332355.1_NZ_CP036457.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004332355.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4356","GCF_004332375.1_NZ_CP036469.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004332375.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4357","GCF_004353245.1_NZ_CP036535.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004353245.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4358","GCF_006974065.1_NZ_CP035642.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006974065.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4359","GCF_004771435.1_NZ_CP038431.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004771435.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4360","GCF_004941425.1_NZ_CP039633.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004941425.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4361","GCF_005341445.1_NZ_CP039866.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_005341445.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4362","GCF_005341465.1_NZ_CP039867.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_005341465.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4363","GCF_006971065.1_NZ_CP035641.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971065.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4364","GCF_006971245.1_NZ_CP035640.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971245.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4365","GCF_006971425.1_NZ_CP035678.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971425.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4366","GCF_006971625.1_NZ_CP035679.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_006971625.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4367","GCF_009762615.1_NZ_CP046733.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762615.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4368","GCF_009759745.1_NZ_CP046643.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759745.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4369","GCF_009759725.1_NZ_CP046642.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759725.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4370","GCF_009789135.1_NZ_CP046862.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009789135.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4371","GCF_009905275.1_NZ_CP047603.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009905275.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4372","GCF_009905175.1_NZ_CP047586.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009905175.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4373","GCF_009791515.1_NZ_CP046955.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009791515.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4374","GCF_009791415.1_NZ_CP046934.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009791415.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4375","GCF_009789115.1_NZ_CP046861.1.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009789115.1\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4376","GCF_009762635.1_NZ_CP046732.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762635.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4377","GCF_009930775.1_NZ_CP047926.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009930775.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4378","GCF_009762655.1_NZ_CP046731.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009762655.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4379","GCF_009759705.1_NZ_CP046641.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009759705.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4380","GCF_000730365.1_NZ_CP008922.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000730365.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4381","GCF_001026945.2_NZ_CP010795.2.region004",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001026945.2\index.html","#r1c4","NI-siderophore","0",0,"Corynebacterium"
"4382","GCF_000730405.1_NZ_CP008923.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000730405.1\index.html","#r1c6","NI-siderophore","0",0,"Corynebacterium"
"4383","GCF_000730445.1_NZ_CP008924.1.region006",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000730445.1\index.html","#r1c6","NI-siderophore","0",0,"Corynebacterium"
"4384","GCF_000814865.1_NZ_CP009927.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000814865.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4385","GCF_000972805.1_NZ_CP010889.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000972805.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4386","GCF_001017615.1_NZ_CP011474.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001017615.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4387","GCF_001942005.2_NZ_CP024457.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001942005.2\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4388","GCF_001989595.1_NZ_CP019587.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001989595.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4389","GCF_002009385.1_NZ_CP019768.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002009385.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4390","GCF_002009415.1_NZ_CP019769.1.region003",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002009415.1\index.html","#r1c3","NI-siderophore","0",0,"Corynebacterium"
"4391","GCF_002072715.1_NZ_CP020356.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002072715.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
"4392","GCF_002155265.1_NZ_CP021251.1.region005",1,"\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_002155265.1\index.html","#r1c5","NI-siderophore","0",0,"Corynebacterium"
