Unnamed: 0,X,dataname,syn_group,html_path,region_name,syn_type,Most.similar.known.cluster,Similarity,Genus,strainName,folder_path,BGC_number,version,gbk_path,definition,length,topology
4497,4497,GCF_030227345.2_NZ_CP176025.1.region001,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030227345.2\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_030227345.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030227345.2\,5,NZ_CP176025.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030227345.2\GCF_030227345.2.gbk,"Corynebacterium sp. MSK084 chromosome, complete genome.",2492228,circular
4498,4498,GCF_016628525.2_NZ_CP068291.1.region001,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628525.2\index.html,#r1c1,NI-siderophore,0,0.0,Corynebacterium,GCF_016628525.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628525.2\,4,NZ_CP068291.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628525.2\GCF_016628525.2.gbk,"Corynebacterium macginleyi strain 180208 chromosome, complete genome.",2481998,circular
4499,4499,GCF_016628735.2_NZ_CP068292.1.region001,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628735.2\index.html,#r1c1,NI-siderophore,0,0.0,Corynebacterium,GCF_016628735.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628735.2\,4,NZ_CP068292.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016628735.2\GCF_016628735.2.gbk,"Corynebacterium macginleyi strain 160811 chromosome, complete genome.",2431961,circular
4500,4500,GCF_016889465.1_NZ_CP069516.1.region001,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016889465.1\index.html,#r1c1,NI-siderophore,0,0.0,Corynebacterium,GCF_016889465.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016889465.1\,5,NZ_CP069516.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016889465.1\GCF_016889465.1.gbk,"Corynebacterium macginleyi strain FDAARGOS_1195 chromosome, complete genome.",2493537,circular
4501,4501,GCF_016599755.1_NZ_CP067012.1.region004,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016599755.1\index.html,#r1c4,NI-siderophore,0,0.0,Corynebacterium,GCF_016599755.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016599755.1\,4,NZ_CP067012.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016599755.1\GCF_016599755.1.gbk,"Corynebacterium kefirresidentii strain FDAARGOS_1055 chromosome, complete genome.",2470582,circular
4502,4502,GCF_046097305.1_NZ_CP175785.1.region001,9,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_046097305.1\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_046097305.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_046097305.1\,4,NZ_CP175785.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_046097305.1\GCF_046097305.1.gbk,"Corynebacterium kefirresidentii strain YSMAA1_2_B7 chromosome, complete genome.",2406696,circular
4503,4503,GCF_000766885.2_NZ_CP027001.1.region002,10,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000766885.2\index.html,#r1c2,NI-siderophore,0,0.0,Corynebacterium,GCF_000766885.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000766885.2\,4,NZ_CP027001.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000766885.2\GCF_000766885.2.gbk,"Corynebacterium camporealensis strain CIP 105508 chromosome, complete genome.",2450029,circular
4504,4504,GCF_000980815.1_NZ_CP011311.1.region002,10,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000980815.1\index.html,#r1c2,NI-siderophore,0,0.0,Corynebacterium,GCF_000980815.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000980815.1\,4,NZ_CP011311.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000980815.1\GCF_000980815.1.gbk,"Corynebacterium camporealensis strain DSM 44610 chromosome, complete genome.",2451810,circular
4505,4505,GCF_900478035.1_NZ_LS483464.1.region001,11,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900478035.1\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_900478035.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900478035.1\,4,NZ_LS483464.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900478035.1\GCF_900478035.1.gbk,"Corynebacterium renale strain NCTC7448 chromosome 1, complete sequence.",2335089,circular
4506,4506,GCF_900475655.1_NZ_LS483404.1.region004,11,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900475655.1\index.html,#r1c4,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_900475655.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900475655.1\,4,NZ_LS483404.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900475655.1\GCF_900475655.1.gbk,"Corynebacterium renale strain NCTC11140 chromosome 1, complete sequence.",2338129,circular
4507,4507,GCF_030503635.1_NZ_CP129965.1.region003,12,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030503635.1\index.html,#r1c3,NI-siderophore,FW0622,0.25,Corynebacterium,GCF_030503635.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030503635.1\,4,NZ_CP129965.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030503635.1\GCF_030503635.1.gbk,"Corynebacterium sp. P3-F1 chromosome, complete genome.",2118088,circular
4508,4508,GCF_030408575.1_NZ_CP047047.1.region003,12,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\index.html,#r1c3,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_030408575.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\,10,NZ_CP047047.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\GCF_030408575.1.gbk,"Corynebacterium auris strain DSM 44122 chromosome, complete genome.",2439611,circular
4509,4509,GCF_028609845.1_NZ_CP063191.1.region003,13,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_028609845.1\index.html,#r1c3,NI-siderophore,dehydroxynocardamine,0.28,Corynebacterium,GCF_028609845.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_028609845.1\,4,NZ_CP063191.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_028609845.1\GCF_028609845.1.gbk,"Corynebacterium heidelbergense strain DSM 104638 chromosome, complete genome.",2313070,circular
4510,4510,GCF_000732945.1_NZ_CP008944.1.region001,14,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000732945.1\index.html,#r1c1,NI-siderophore,FW0622,0.25,Corynebacterium,GCF_000732945.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000732945.1\,3,NZ_CP008944.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000732945.1\GCF_000732945.1.gbk,"Corynebacterium atypicum strain R2070 chromosome, complete genome.",2311380,circular
4511,4511,GCF_000341345.1_NC_020302.1.region001,15,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000341345.1\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,0.42,Corynebacterium,GCF_000341345.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000341345.1\,5,NC_020302.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_000341345.1\GCF_000341345.1.gbk,"Corynebacterium halotolerans YIM 70093 = DSM 44683, complete sequence.",3135752,circular
4512,4512,GCF_030408435.1_NZ_CP047046.1.region004,16,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408435.1\index.html,#r1c4,NI-siderophore,dehydroxynocardamine,0.42,Corynebacterium,GCF_030408435.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408435.1\,4,NZ_CP047046.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408435.1\GCF_030408435.1.gbk,"Corynebacterium auriscanis strain DSM 44609 chromosome, complete genome.",2599172,circular
4513,4513,GCF_009026825.1_NZ_CP045032.1.region004,17,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009026825.1\index.html,#r1c4,NI-siderophore,FW0622,0.25,Corynebacterium,GCF_009026825.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009026825.1\,5,NZ_CP045032.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_009026825.1\GCF_009026825.1.gbk,"Corynebacterium urogenitale strain LMM-1652 chromosome, complete genome.",2351892,circular
4514,4514,GCF_016728625.1_NZ_CP068160.1.region004,18,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\index.html,#r1c4,NI-siderophore,dehydroxynocardamine,1.0,Corynebacterium,GCF_016728625.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\,5,NZ_CP068160.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\GCF_016728625.1.gbk,"Corynebacterium propinquum strain FDAARGOS_1113 chromosome, complete genome.",2461302,circular
4515,4515,GCF_023509315.1_NZ_CP091865.1.region003,18,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\index.html,#r1c3,NI-siderophore,dehydroxynocardamine,1.0,Corynebacterium,GCF_023509315.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\,5,NZ_CP091865.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\GCF_023509315.1.gbk,"Corynebacterium propinquum strain PC1113 chromosome, complete genome.",2514362,circular
4516,4516,GCF_030515735.1_NZ_CP100366.1.region002,18,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\index.html,#r1c2,NI-siderophore,dehydroxynocardamine,1.0,Corynebacterium,GCF_030515735.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\,4,NZ_CP100366.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\GCF_030515735.1.gbk,"Corynebacterium propinquum strain CP6 chromosome, complete genome.",2539107,circular
4517,4517,GCF_030515635.1_NZ_CP100361.1.region001,18,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,1.0,Corynebacterium,GCF_030515635.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\,4,NZ_CP100361.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\GCF_030515635.1.gbk,"Corynebacterium propinquum strain CP11 chromosome, complete genome.",2487883,circular
4518,4518,GCF_016728665.1_NZ_CP068161.1.region001,18,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\index.html,#r1c1,NI-siderophore,dehydroxynocardamine,1.0,Corynebacterium,GCF_016728665.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\,5,NZ_CP068161.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\GCF_016728665.1.gbk,"Corynebacterium propinquum strain FDAARGOS_1112 chromosome, complete genome.",2480127,circular
4519,4519,GCF_023509255.1_NZ_CP091087.1.region001,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509255.1\index.html,#r1c1,"NRP-metallophore,NRPS",enterobactin,0.44,Corynebacterium,GCF_023509255.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509255.1\,3,NZ_CP091087.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509255.1\GCF_023509255.1.gbk,"Corynebacterium pseudodiphtheriticum strain CD1121 chromosome, complete genome.",2374277,circular
4520,4520,GCF_023509295.1_NZ_CP091864.1.region001,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509295.1\index.html,#r1c1,"NRP-metallophore,NRPS",enterobactin,0.44,Corynebacterium,GCF_023509295.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509295.1\,3,NZ_CP091864.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509295.1\GCF_023509295.1.gbk,"Corynebacterium pseudodiphtheriticum strain PC1130 chromosome, complete genome.",2362766,circular
4521,4521,GCF_023509275.1_NZ_CP091863.1.region001,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509275.1\index.html,#r1c1,"NRP-metallophore,NRPS",enterobactin,0.44,Corynebacterium,GCF_023509275.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509275.1\,4,NZ_CP091863.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509275.1\GCF_023509275.1.gbk,"Corynebacterium pseudodiphtheriticum strain PC1145 chromosome, complete genome.",2402479,circular
4522,4522,GCF_030515855.1_NZ_CP100372.1.region001,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515855.1\index.html,#r1c1,"NRP-metallophore,NRPS",enterobactin,0.44,Corynebacterium,GCF_030515855.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515855.1\,5,NZ_CP100372.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515855.1\GCF_030515855.1.gbk,"Corynebacterium pseudodiphtheriticum strain CPD chromosome, complete genome.",2304556,circular
4523,4523,GCF_030515735.1_NZ_CP100366.1.region003,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\index.html,#r1c3,"NRP-metallophore,NRPS",vibriobactin,0.27,Corynebacterium,GCF_030515735.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\,4,NZ_CP100366.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515735.1\GCF_030515735.1.gbk,"Corynebacterium propinquum strain CP6 chromosome, complete genome.",2539107,circular
4524,4524,GCF_016728625.1_NZ_CP068160.1.region005,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\index.html,#r1c5,"NRP-metallophore,NRPS",vibriobactin,0.27,Corynebacterium,GCF_016728625.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\,5,NZ_CP068160.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728625.1\GCF_016728625.1.gbk,"Corynebacterium propinquum strain FDAARGOS_1113 chromosome, complete genome.",2461302,circular
4525,4525,GCF_030515635.1_NZ_CP100361.1.region004,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\index.html,#r1c4,"NRP-metallophore,NRPS",vibriobactin,0.27,Corynebacterium,GCF_030515635.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\,4,NZ_CP100361.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030515635.1\GCF_030515635.1.gbk,"Corynebacterium propinquum strain CP11 chromosome, complete genome.",2487883,circular
4526,4526,GCF_016728665.1_NZ_CP068161.1.region005,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\index.html,#r1c5,"NRP-metallophore,NRPS",vibriobactin,0.27,Corynebacterium,GCF_016728665.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\,5,NZ_CP068161.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_016728665.1\GCF_016728665.1.gbk,"Corynebacterium propinquum strain FDAARGOS_1112 chromosome, complete genome.",2480127,circular
4527,4527,GCF_023509315.1_NZ_CP091865.1.region001,19,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\index.html,#r1c1,"NRP-metallophore,NRPS",vibriobactin,0.27,Corynebacterium,GCF_023509315.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\,5,NZ_CP091865.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_023509315.1\GCF_023509315.1.gbk,"Corynebacterium propinquum strain PC1113 chromosome, complete genome.",2514362,circular
4528,4528,GCF_020614055.1_NZ_CP085048.1.region001,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614055.1\index.html,#r1c1,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020614055.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614055.1\,4,NZ_CP085048.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614055.1\GCF_020614055.1.gbk,"Corynebacterium uberis strain 19M0083 chromosome, complete genome.",2530639,circular
4529,4529,GCF_020614295.1_NZ_CP085047.1.region001,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614295.1\index.html,#r1c1,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020614295.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614295.1\,4,NZ_CP085047.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614295.1\GCF_020614295.1.gbk,"Corynebacterium uberis strain 20M1046 chromosome, complete genome.",2532287,circular
4530,4530,GCF_020616335.1_NZ_CP085051.1.region001,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020616335.1\index.html,#r1c1,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020616335.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020616335.1\,4,NZ_CP085051.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020616335.1\GCF_020616335.1.gbk,"Corynebacterium uberis strain 18M0132 chromosome, complete genome.",2533318,circular
4531,4531,GCF_020614335.1_NZ_CP085050.1.region001,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614335.1\index.html,#r1c1,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020614335.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614335.1\,4,NZ_CP085050.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614335.1\GCF_020614335.1.gbk,"Corynebacterium uberis strain 17M2518 chromosome, complete genome.",2534678,circular
4532,4532,GCF_020614175.1_NZ_CP085049.1.region001,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614175.1\index.html,#r1c1,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020614175.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614175.1\,4,NZ_CP085049.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614175.1\GCF_020614175.1.gbk,"Corynebacterium uberis strain 18M0913 chromosome, complete genome.",2527398,circular
4533,4533,GCF_020614015.1_NZ_CP085046.1.region003,20,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614015.1\index.html,#r1c3,"NRP-metallophore,NRPS",bacillibactin,0.42,Corynebacterium,GCF_020614015.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614015.1\,4,NZ_CP085046.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_020614015.1\GCF_020614015.1.gbk,"Corynebacterium uberis strain 20M1090 chromosome, complete genome.",2522849,circular
4534,4534,GCF_017638445.1_NZ_CP072111.1.region002,21,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_017638445.1\index.html,#r1c2,"NRP-metallophore,NRPS",chromobactin,0.3,Corynebacterium,GCF_017638445.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_017638445.1\,6,NZ_CP072111.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_017638445.1\GCF_017638445.1.gbk,"Corynebacterium hindlerae strain 1864 chromosome, complete genome.",2623844,circular
4535,4535,GCF_900638255.1_NZ_LR134504.1.region002,22,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900638255.1\index.html,#r1c2,"NRP-metallophore,NRPS",bacillibactin/bacillibactin E/bacillibactin F,0.3,Corynebacterium,GCF_900638255.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900638255.1\,5,NZ_LR134504.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_900638255.1\GCF_900638255.1.gbk,"Corynebacterium matruchotii strain NCTC10206 chromosome 1, complete sequence.",2878842,circular
4536,4536,GCF_011612265.2_NZ_CP050134.2.region004,22,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_011612265.2\index.html,#r1c4,"NRP-metallophore,NRPS",bacillibactin/bacillibactin E/bacillibactin F,0.3,Corynebacterium,GCF_011612265.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_011612265.2\,5,NZ_CP050134.2,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_011612265.2\GCF_011612265.2.gbk,"Corynebacterium matruchotii strain ATCC 14266 chromosome, complete genome.",2866540,circular
4537,4537,GCF_001941565.1_NZ_CP009249.1.region003,23,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001941565.1\index.html,#r1c3,"NRP-metallophore,NRPS",parabactin,0.75,Corynebacterium,GCF_001941565.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001941565.1\,4,NZ_CP009249.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_001941565.1\GCF_001941565.1.gbk,"Corynebacterium phocae strain M408/89/1 chromosome, complete genome.",2779609,circular
4538,4538,GCF_030408755.1_NZ_CP047209.1.region004,24,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408755.1\index.html,#r1c4,"NRP-metallophore,NRPS",enterobactin,0.55,Corynebacterium,GCF_030408755.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408755.1\,6,NZ_CP047209.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408755.1\GCF_030408755.1.gbk,"Corynebacterium felinum strain DSM 44508 chromosome, complete genome.",3236025,circular
4539,4539,GCF_003814005.1_NZ_CP033898.1.region002,25,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003814005.1\index.html,#r1c2,"NRP-metallophore,NRPS","2,3-dihydroxybenzoylserine",0.1,Corynebacterium,GCF_003814005.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003814005.1\,2,NZ_CP033898.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003814005.1\GCF_003814005.1.gbk,"Corynebacterium pseudopelargi strain 812CH chromosome, complete genome.",2345052,circular
4540,4540,GCF_004114895.1_NZ_CP035299.1.region002,25,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004114895.1\index.html,#r1c2,"NRP-metallophore,NRPS","2,3-dihydroxybenzoylserine",0.15,Corynebacterium,GCF_004114895.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004114895.1\,2,NZ_CP035299.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_004114895.1\GCF_004114895.1.gbk,"Corynebacterium pelargi strain 136/3 chromosome, complete genome.",2370062,circular
4541,4541,GCF_003813985.1_NZ_CP033897.1.region002,26,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003813985.1\index.html,#r1c2,"NRP-metallophore,NRPS",mirubactin,0.21,Corynebacterium,GCF_003813985.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003813985.1\,2,NZ_CP033897.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003813985.1\GCF_003813985.1.gbk,"Corynebacterium gerontici strain W8 chromosome, complete genome.",2263210,circular
4542,4542,GCF_030408575.1_NZ_CP047047.1.region007,27,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\index.html,#r1c7,"NRP-metallophore,NRPS",mirubactin,0.28,Corynebacterium,GCF_030408575.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\,10,NZ_CP047047.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_030408575.1\GCF_030408575.1.gbk,"Corynebacterium auris strain DSM 44122 chromosome, complete genome.",2439611,circular
4543,4543,GCF_003065405.1_NZ_CP026947.1.region001,28,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003065405.1\index.html,#r1c1,"NRP-metallophore,NRPS",mirubactin,0.14,Corynebacterium,GCF_003065405.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003065405.1\,5,NZ_CP026947.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_003065405.1\GCF_003065405.1.gbk,"Corynebacterium yudongzhengii strain 2183 chromosome, complete genome.",2511302,circular
4544,4544,GCF_033783015.1_NZ_CP123907.1.region005,29,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033783015.1\index.html,#r1c5,"NRP-metallophore,NRPS",TVA-YJ-2,0.09,Corynebacterium,GCF_033783015.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033783015.1\,6,NZ_CP123907.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033783015.1\GCF_033783015.1.gbk,"Corynebacterium sp. 21KM1197 chromosome, complete genome.",2386360,circular
4545,4545,GCF_033782955.1_NZ_CP123905.1.region005,29,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033782955.1\index.html,#r1c5,"NRP-metallophore,NRPS",TVA-YJ-2,0.09,Corynebacterium,GCF_033782955.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033782955.1\,6,NZ_CP123905.1,\\192.168.1.106\Pdisk7\yll\Corynebacterium\antismash_results\GCF_033782955.1\GCF_033782955.1.gbk,"Corynebacterium sp. 22KM0430 chromosome, complete genome.",2386539,circular
