Tag,gbk_path,ACCESSION,VERSION
I6J04_RS00635,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J04_RS01080,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J04_RS03855,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J04_RS04470,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J04_RS09425,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J04_RS09910,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016724665.1\GCF_016724665.1.gbk,NZ_CP068079,NZ_CP068079.1
I6J09_RS00935,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J09_RS04380,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J09_RS04820,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J09_RS09235,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J09_RS09845,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J09_RS11685,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725205.1\GCF_016725205.1.gbk,NZ_CP068216,NZ_CP068216.1
I6J07_RS00100,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS01075,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS01485,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS05065,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS08300,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS08930,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS09265,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS10545,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS10790,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS11870,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS12610,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J07_RS13025,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725265.1\GCF_016725265.1.gbk,NZ_CP068063,NZ_CP068063.1
I6J06_RS01725,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS02345,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS08740,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS09150,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS10115,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS10765,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS11165,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS11945,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS12750,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6J06_RS12995,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016725305.1\GCF_016725305.1.gbk,NZ_CP068069,NZ_CP068069.1
I6I40_RS00430,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727385.1\GCF_016727385.1.gbk,NZ_CP068136,NZ_CP068136.1
I6I40_RS05005,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727385.1\GCF_016727385.1.gbk,NZ_CP068136,NZ_CP068136.1
I6I40_RS08720,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727385.1\GCF_016727385.1.gbk,NZ_CP068136,NZ_CP068136.1
I6I40_RS08775,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727385.1\GCF_016727385.1.gbk,NZ_CP068136,NZ_CP068136.1
I6I40_RS11325,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727385.1\GCF_016727385.1.gbk,NZ_CP068136,NZ_CP068136.1
I6I43_RS02240,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS02755,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS03585,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS08370,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS08850,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS10000,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS10640,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
I6I43_RS13160,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016727585.1\GCF_016727585.1.gbk,NZ_CP068143,NZ_CP068143.1
JG554_RS01575,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG554_RS01730,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG554_RS03290,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG554_RS03710,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG554_RS10485,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG554_RS11130,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743055.1\GCF_016743055.1.gbk,NZ_CP068241,NZ_CP068241.1
JG553_RS00550,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS01190,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS02265,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS02745,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS07185,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS08050,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS08605,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JG553_RS11230,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016743875.1\GCF_016743875.1.gbk,NZ_CP068247,NZ_CP068247.1
JN157_RS00325,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN157_RS02900,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN157_RS03540,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN157_RS05160,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN157_RS10485,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN157_RS11020,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756355.1\GCF_016756355.1.gbk,NZ_AP024200,NZ_AP024200.1
JN167_RS00325,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JN167_RS02900,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JN167_RS03540,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JN167_RS05155,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JN167_RS10480,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JN167_RS11015,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016756375.1\GCF_016756375.1.gbk,NZ_AP024201,NZ_AP024201.1
JL104_RS00545,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS01350,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS01735,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS02385,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS03370,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS03780,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS07780,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS11380,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS12000,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS12460,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS13740,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JL104_RS13985,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016772515.1\GCF_016772515.1.gbk,NZ_CP068576,NZ_CP068576.1
JMB28_RS00350,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS02015,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS02765,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS03315,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS03785,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS04205,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS07755,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS08695,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS10715,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS11365,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JMB28_RS13620,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016774515.1\GCF_016774515.1.gbk,NZ_CP068712,NZ_CP068712.1
JQC88_RS03315,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834475.1\GCF_016834475.1.gbk,NZ_CP069215,NZ_CP069215.1
JQC88_RS06895,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834475.1\GCF_016834475.1.gbk,NZ_CP069215,NZ_CP069215.1
JQC88_RS06950,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834475.1\GCF_016834475.1.gbk,NZ_CP069215,NZ_CP069215.1
JQC88_RS10030,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834475.1\GCF_016834475.1.gbk,NZ_CP069215,NZ_CP069215.1
JQC88_RS10655,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834475.1\GCF_016834475.1.gbk,NZ_CP069215,NZ_CP069215.1
JQC90_RS03920,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834495.1\GCF_016834495.1.gbk,NZ_CP069219,NZ_CP069219.1
JQC90_RS07380,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834495.1\GCF_016834495.1.gbk,NZ_CP069219,NZ_CP069219.1
JQC90_RS09925,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834495.1\GCF_016834495.1.gbk,NZ_CP069219,NZ_CP069219.1
JQC90_RS10555,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016834495.1\GCF_016834495.1.gbk,NZ_CP069219,NZ_CP069219.1
I6J76_RS02390,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS02945,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS03810,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS08935,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS09415,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS10585,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS11305,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J76_RS13915,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889145.1\GCF_016889145.1.gbk,NZ_CP069470,NZ_CP069470.1
I6J75_RS02330,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS05125,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS05680,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS06545,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS11670,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS12150,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS13320,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J75_RS14040,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889945.1\GCF_016889945.1.gbk,NZ_CP069565,NZ_CP069565.1
I6J35_RS01795,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS02295,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS05960,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS06345,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS09115,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS09735,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J35_RS11005,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016889965.1\GCF_016889965.1.gbk,NZ_CP069567,NZ_CP069567.1
I6J34_RS00950,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
I6J34_RS01395,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
I6J34_RS04190,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
I6J34_RS04805,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
I6J34_RS09820,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
I6J34_RS10305,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016890025.1\GCF_016890025.1.gbk,NZ_CP069582,NZ_CP069582.1
JS513_RS00330,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS03150,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS03790,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS04865,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS05345,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS10415,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS11245,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
JS513_RS11835,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016894285.1\GCF_016894285.1.gbk,NZ_CP069799,NZ_CP069799.1
I6K93_RS00970,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903555.1\GCF_016903555.1.gbk,NZ_CP069951,NZ_CP069951.1
I6K93_RS01595,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903555.1\GCF_016903555.1.gbk,NZ_CP069951,NZ_CP069951.1
I6K93_RS04710,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903555.1\GCF_016903555.1.gbk,NZ_CP069951,NZ_CP069951.1
I6K93_RS08200,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903555.1\GCF_016903555.1.gbk,NZ_CP069951,NZ_CP069951.1
I6K94_RS01345,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903575.1\GCF_016903575.1.gbk,NZ_CP069954,NZ_CP069954.1
I6K94_RS07040,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903575.1\GCF_016903575.1.gbk,NZ_CP069954,NZ_CP069954.1
I6K94_RS07685,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903575.1\GCF_016903575.1.gbk,NZ_CP069954,NZ_CP069954.1
I6K94_RS09080,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016903575.1\GCF_016903575.1.gbk,NZ_CP069954,NZ_CP069954.1
I6K91_RS01140,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016904135.1\GCF_016904135.1.gbk,NZ_CP070057,NZ_CP070057.1
I6K91_RS01195,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016904135.1\GCF_016904135.1.gbk,NZ_CP070057,NZ_CP070057.1
I6K91_RS04655,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016904135.1\GCF_016904135.1.gbk,NZ_CP070057,NZ_CP070057.1
I6K91_RS09435,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016904135.1\GCF_016904135.1.gbk,NZ_CP070057,NZ_CP070057.1
I6K91_RS10060,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016904135.1\GCF_016904135.1.gbk,NZ_CP070057,NZ_CP070057.1
JQN76_RS02985,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016917315.1\GCF_016917315.1.gbk,NZ_CP070305,NZ_CP070305.1
JQN76_RS05950,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016917315.1\GCF_016917315.1.gbk,NZ_CP070305,NZ_CP070305.1
JQN76_RS06475,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016917315.1\GCF_016917315.1.gbk,NZ_CP070305,NZ_CP070305.1
JQN76_RS07065,\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016917315.1\GCF_016917315.1.gbk,NZ_CP070305,NZ_CP070305.1
