"","sider_index","dataname","gbk_path","receptor_index","absolute_distance","relative_distance","most_similar_siderophore"
"29909",2895,"GCF_023369715.1_NZ_CP097130.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023369715.1\GCF_023369715.1.gbk",7,106166,0.0261589386024091,"bacillibactin"
"29910",2895,"GCF_023369715.1_NZ_CP097130.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023369715.1\GCF_023369715.1.gbk",8,780531,0.192320163765018,"bacillibactin"
"29911",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",1,3036329,0.723744346657908,"bacillibactin"
"29912",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",2,2791443,0.665372919162512,"bacillibactin"
"29913",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",3,2430416,0.579317932946965,"bacillibactin"
"29914",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",4,2341435,0.558108276249694,"bacillibactin"
"29915",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",5,2152670,0.513113942105773,"bacillibactin"
"29916",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",6,91171,0.0217316686792334,"bacillibactin"
"29917",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",7,106149,0.0253018492572413,"bacillibactin"
"29918",2896,"GCF_030847885.1_NZ_CP123621.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030847885.1\GCF_030847885.1.gbk",8,787996,0.187828015405789,"bacillibactin"
"29919",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",1,3055707,0.727115267148871,"bacillibactin"
"29920",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",2,2794751,0.66501995118628,"bacillibactin"
"29921",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",3,2366052,0.563009651143948,"bacillibactin"
"29922",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",4,2270372,0.540242288710049,"bacillibactin"
"29923",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",5,2081796,0.495370025558554,"bacillibactin"
"29924",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",6,91194,0.0216999043666078,"bacillibactin"
"29925",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",7,106166,0.0252625397173639,"bacillibactin"
"29926",2897,"GCF_032680865.1_NZ_CP136257.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032680865.1\GCF_032680865.1.gbk",8,780522,0.185727709674249,"bacillibactin"
"29927",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",1,2920241,0.714726857365509,"bacillibactin"
"29928",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",2,2673038,0.654224103201957,"bacillibactin"
"29929",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",3,2312015,0.565863986955843,"bacillibactin"
"29930",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",4,2215781,0.542310785561947,"bacillibactin"
"29931",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",5,2027026,0.496113136819248,"bacillibactin"
"29932",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",6,91174,0.0223147700800869,"bacillibactin"
"29933",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",7,106152,0.0259806246686707,"bacillibactin"
"29934",2898,"GCF_030123085.1_NZ_CP126094.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030123085.1\GCF_030123085.1.gbk",8,784040,0.191893218829834,"bacillibactin"
"29935",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",1,2920455,0.713965806854911,"bacillibactin"
"29936",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",2,2673038,0.653479588770872,"bacillibactin"
"29937",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",3,2312015,0.565220027336719,"bacillibactin"
"29938",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",4,2215781,0.541693629752481,"bacillibactin"
"29939",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",5,2027026,0.495548554456714,"bacillibactin"
"29940",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",6,91174,0.022289375619275,"bacillibactin"
"29941",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",7,106152,0.0259510584238629,"bacillibactin"
"29942",2899,"GCF_030122885.1_NZ_CP126083.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122885.1\GCF_030122885.1.gbk",8,788481,0.192760536750187,"bacillibactin"
"29943",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",1,2920455,0.713965806854911,"bacillibactin"
"29944",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",2,2673038,0.653479588770872,"bacillibactin"
"29945",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",3,2312015,0.565220027336719,"bacillibactin"
"29946",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",4,2215781,0.541693629752481,"bacillibactin"
"29947",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",5,2027026,0.495548554456714,"bacillibactin"
"29948",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",6,91174,0.022289375619275,"bacillibactin"
"29949",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",7,106152,0.0259510584238629,"bacillibactin"
"29950",2900,"GCF_030122865.1_NZ_CP126082.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030122865.1\GCF_030122865.1.gbk",8,788481,0.192760536750187,"bacillibactin"
"29951",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",1,3112452,0.728704298122267,"bacillibactin"
"29952",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",2,2867565,0.671370013303009,"bacillibactin"
"29953",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",3,2486830,0.582230251165125,"bacillibactin"
"29954",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",4,2397849,0.56139753241116,"bacillibactin"
"29955",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",5,2209084,0.517202837413438,"bacillibactin"
"29956",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",6,91171,0.0213454535408434,"bacillibactin"
"29957",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",7,106149,0.0248521848823309,"bacillibactin"
"29958",2901,"GCF_025161015.1_NZ_CP104097.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025161015.1\GCF_025161015.1.gbk",8,787786,0.184440770235348,"bacillibactin"
"29959",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",1,2933875,0.716865955259697,"bacillibactin"
"29960",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",2,2688988,0.657030020468446,"bacillibactin"
"29961",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",3,2306886,0.563666835180511,"bacillibactin"
"29962",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",4,2217905,0.541925128541692,"bacillibactin"
"29963",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",5,2029140,0.495802099426752,"bacillibactin"
"29964",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",6,91171,0.0222768134317181,"bacillibactin"
"29965",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",7,106149,0.0259365529495502,"bacillibactin"
"29966",2902,"GCF_025502505.1_NZ_CP106673.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_025502505.1\GCF_025502505.1.gbk",8,787793,0.192490130456104,"bacillibactin"
"29967",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",1,3093585,0.723838807035983,"bacillibactin"
"29968",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",2,2848698,0.66654000518033,"bacillibactin"
"29969",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",3,2487673,0.582067166932742,"bacillibactin"
"29970",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",4,2398692,0.561247341103204,"bacillibactin"
"29971",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",5,2209927,0.517079997257748,"bacillibactin"
"29972",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",6,91171,0.021332243295813,"bacillibactin"
"29973",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",7,106149,0.0248368043962143,"bacillibactin"
"29974",2903,"GCF_027912355.1_NZ_CP115738.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_027912355.1\GCF_027912355.1.gbk",8,787787,0.184326857764844,"bacillibactin"
"29975",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",1,3105696,0.728271251081903,"bacillibactin"
"29976",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",2,2860809,0.67084638983866,"bacillibactin"
"29977",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",3,2499785,0.586187942859113,"bacillibactin"
"29978",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",4,2410804,0.565322312677498,"bacillibactin"
"29979",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",5,2222039,0.521057799115812,"bacillibactin"
"29980",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",6,91171,0.0213791749844119,"bacillibactin"
"29981",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",7,106149,0.0248914462429977,"bacillibactin"
"29982",2904,"GCF_022370975.1_NZ_CP092369.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022370975.1\GCF_022370975.1.gbk",8,787782,0.184731210884711,"bacillibactin"
"29983",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",1,2997200,0.721143493166918,"bacillibactin"
"29984",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",2,2752313,0.66222227782888,"bacillibactin"
"29985",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",3,2374743,0.571376772452184,"bacillibactin"
"29986",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",4,2285762,0.54996743401448,"bacillibactin"
"29987",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",5,2096997,0.504549493440727,"bacillibactin"
"29988",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",6,91171,0.0219362649858271,"bacillibactin"
"29989",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",7,106149,0.0255400576058238,"bacillibactin"
"29990",2905,"GCF_017753785.1_NZ_CP072525.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_017753785.1\GCF_017753785.1.gbk",8,788002,0.189597796244,"bacillibactin"
"29991",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",1,2614020,0.647029528478982,"bacillibactin"
"29992",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",2,2240867,0.554665656113615,"bacillibactin"
"29993",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",3,2150397,0.532272269130541,"bacillibactin"
"29994",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",4,1961642,0.485551104545707,"bacillibactin"
"29995",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",5,91170,0.0225666529374025,"bacillibactin"
"29996",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",6,106154,0.0262755344512123,"bacillibactin"
"29997",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",7,766289,0.189673992681246,"bacillibactin"
"29998",2906,"GCF_023521475.1_NZ_CP026036.1.region007","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521475.1\GCF_023521475.1.gbk",8,1116317,0.276313900483957,"bacillibactin"
"29999",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",1,91373,0.0220391568713384,"bacillibactin"
"30000",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",2,106353,0.0256523311124452,"bacillibactin"
"30001",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",3,767573,0.18513851747457,"bacillibactin"
"30002",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",4,1084188,0.26150601829887,"bacillibactin"
"30003",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",5,1330237,0.320853008208756,"bacillibactin"
"30004",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",6,1736029,0.41872999096224,"bacillibactin"
"30005",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",7,1825897,0.44040614201029,"bacillibactin"
"30006",2907,"GCF_023521635.1_NZ_CP026039.1.region004","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521635.1\GCF_023521635.1.gbk",8,2018381,0.486833260209569,"bacillibactin"
"30007",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",1,91373,0.0220388432411207,"bacillibactin"
"30008",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",2,106353,0.0256519660646242,"bacillibactin"
"30009",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",3,767583,0.185138294808632,"bacillibactin"
"30010",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",4,1084202,0.261505673664097,"bacillibactin"
"30011",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",5,1330251,0.320851819031268,"bacillibactin"
"30012",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",6,1736048,0.418728614919737,"bacillibactin"
"30013",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",7,1825918,0.440404939896257,"bacillibactin"
"30014",2908,"GCF_023521615.1_NZ_CP026038.1.region001","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023521615.1\GCF_023521615.1.gbk",8,2018405,0.486832120999576,"bacillibactin"
"30015",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",1,3038246,0.715311103352202,"bacillibactin"
"30016",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",2,2794832,0.658002795561663,"bacillibactin"
"30017",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",3,2387512,0.562105189305482,"bacillibactin"
"30018",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",4,2301102,0.541761203847864,"bacillibactin"
"30019",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",5,2112145,0.497274009540319,"bacillibactin"
"30020",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",6,91169,0.0214644232170525,"bacillibactin"
"30021",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",7,106149,0.0249912476836085,"bacillibactin"
"30022",2909,"GCF_021172185.1_NZ_CP089148.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_021172185.1\GCF_021172185.1.gbk",8,786528,0.185176648466714,"bacillibactin"
"30023",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",1,3001396,0.713082421309347,"bacillibactin"
"30024",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",2,2757964,0.655246974076067,"bacillibactin"
"30025",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",3,2351185,0.558602961004218,"bacillibactin"
"30026",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",4,2261467,0.537287436936407,"bacillibactin"
"30027",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",5,2072947,0.492498179515781,"bacillibactin"
"30028",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",6,91169,0.0216602578494647,"bacillibactin"
"30029",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",7,106149,0.0252192599508915,"bacillibactin"
"30030",2910,"GCF_009866865.1_NZ_CP023409.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009866865.1\GCF_009866865.1.gbk",8,786542,0.186869468014716,"bacillibactin"
"30031",2911,"GCF_019334685.1_NZ_CP079759.1.region006","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_019334685.1\GCF_019334685.1.gbk",1,2984591,0.712792789608469,"bacillibactin"
