"dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","strain_name","combined"
"GCF_016455025.1_NZ_CP066710.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455025.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455025.1","GCF_016455025.1_NZ_CP066710.1.region001_#r1c1"
"GCF_016126775.1_NZ_CP065925.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016126775.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016126775.1","GCF_016126775.1_NZ_CP065925.1.region001_#r1c1"
"GCF_030264035.1_NZ_CP127100.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030264035.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_030264035.1","GCF_030264035.1_NZ_CP127100.1.region001_#r1c1"
"GCF_030254625.1_NZ_CP127094.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030254625.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_030254625.1","GCF_030254625.1_NZ_CP127094.1.region001_#r1c1"
"GCF_016454965.1_NZ_CP066702.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016454965.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016454965.1","GCF_016454965.1_NZ_CP066702.1.region001_#r1c1"
"GCF_016455005.1_NZ_CP066709.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455005.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455005.1","GCF_016455005.1_NZ_CP066709.1.region001_#r1c1"
"GCF_016455105.1_NZ_CP066706.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455105.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455105.1","GCF_016455105.1_NZ_CP066706.1.region001_#r1c1"
"GCF_016455285.1_NZ_CP066712.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455285.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455285.1","GCF_016455285.1_NZ_CP066712.1.region001_#r1c1"
"GCF_016455065.1_NZ_CP066705.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455065.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455065.1","GCF_016455065.1_NZ_CP066705.1.region001_#r1c1"
"GCF_016454985.1_NZ_CP066703.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016454985.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016454985.1","GCF_016454985.1_NZ_CP066703.1.region001_#r1c1"
"GCF_016455085.1_NZ_CP066713.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016455085.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016455085.1","GCF_016455085.1_NZ_CP066713.1.region001_#r1c1"
"GCF_016126755.1_NZ_CP065920.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016126755.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016126755.1","GCF_016126755.1_NZ_CP065920.1.region002_#r1c2"
"GCF_045007915.1_NZ_CP119717.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045007915.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045007915.1","GCF_045007915.1_NZ_CP119717.1.region001_#r1c1"
"GCF_045008505.1_NZ_CP119690.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045008505.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045008505.1","GCF_045008505.1_NZ_CP119690.1.region001_#r1c1"
"GCF_045008515.1_NZ_CP119692.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045008515.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045008515.1","GCF_045008515.1_NZ_CP119692.1.region001_#r1c1"
"GCF_045007935.1_NZ_CP119688.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045007935.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045007935.1","GCF_045007935.1_NZ_CP119688.1.region001_#r1c1"
"GCF_031239735.1_NZ_CP124856.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_031239735.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_031239735.1","GCF_031239735.1_NZ_CP124856.1.region003_#r1c3"
"GCF_900636355.2_NZ_LR134267.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900636355.2\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900636355.2","GCF_900636355.2_NZ_LR134267.1.region001_#r1c1"
"GCF_034043135.1_NZ_CP120027.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034043135.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034043135.1","GCF_034043135.1_NZ_CP120027.1.region001_#r1c1"
"GCF_045009165.1_NZ_CP119695.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045009165.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045009165.1","GCF_045009165.1_NZ_CP119695.1.region003_#r1c3"
"GCF_045009725.1_NZ_CP119705.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045009725.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045009725.1","GCF_045009725.1_NZ_CP119705.1.region003_#r1c3"
"GCF_045009175.1_NZ_CP119703.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045009175.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045009175.1","GCF_045009175.1_NZ_CP119703.1.region003_#r1c3"
"GCF_045009155.1_NZ_CP119701.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045009155.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045009155.1","GCF_045009155.1_NZ_CP119701.1.region003_#r1c3"
"GCF_045008525.1_NZ_CP119698.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_045008525.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_045008525.1","GCF_045008525.1_NZ_CP119698.1.region003_#r1c3"
"GCF_034344885.1_NZ_CP120056.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034344885.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034344885.1","GCF_034344885.1_NZ_CP120056.1.region002_#r1c2"
"GCF_034042775.1_NZ_CP120150.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034042775.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034042775.1","GCF_034042775.1_NZ_CP120150.1.region001_#r1c1"
"GCF_034043455.1_NZ_CP120077.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034043455.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034043455.1","GCF_034043455.1_NZ_CP120077.1.region001_#r1c1"
"GCF_034021935.1_NZ_CP129355.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034021935.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034021935.1","GCF_034021935.1_NZ_CP129355.1.region002_#r1c2"
"GCF_034025355.1_NZ_CP120082.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034025355.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034025355.1","GCF_034025355.1_NZ_CP120082.1.region001_#r1c1"
"GCF_034017155.1_NZ_CP120195.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034017155.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034017155.1","GCF_034017155.1_NZ_CP120195.1.region001_#r1c1"
"GCF_034016905.1_NZ_CP120191.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034016905.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034016905.1","GCF_034016905.1_NZ_CP120191.1.region002_#r1c2"
"GCF_034043475.1_NZ_CP120078.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034043475.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034043475.1","GCF_034043475.1_NZ_CP120078.1.region001_#r1c1"
"GCF_030263975.1_NZ_CP127101.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_030263975.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_030263975.1","GCF_030263975.1_NZ_CP127101.1.region001_#r1c1"
"GCF_034042975.1_NZ_CP120007.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034042975.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034042975.1","GCF_034042975.1_NZ_CP120007.1.region001_#r1c1"
"GCF_034042615.1_NZ_CP120138.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034042615.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034042615.1","GCF_034042615.1_NZ_CP120138.1.region001_#r1c1"
"GCF_034042895.1_NZ_CP119996.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034042895.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034042895.1","GCF_034042895.1_NZ_CP119996.1.region001_#r1c1"
"GCF_034042855.1_NZ_CP120165.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034042855.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034042855.1","GCF_034042855.1_NZ_CP120165.1.region001_#r1c1"
"GCF_034016795.1_NZ_CP120189.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034016795.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034016795.1","GCF_034016795.1_NZ_CP120189.1.region001_#r1c1"
"GCF_034015095.1_NZ_CP120173.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034015095.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034015095.1","GCF_034015095.1_NZ_CP120173.1.region001_#r1c1"
"GCF_034027235.1_NZ_CP120088.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034027235.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034027235.1","GCF_034027235.1_NZ_CP120088.1.region002_#r1c2"
"GCF_034018275.1_NZ_CP120199.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_034018275.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_034018275.1","GCF_034018275.1_NZ_CP120199.1.region002_#r1c2"
"GCF_018219225.1_NZ_CP063367.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018219225.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018219225.1","GCF_018219225.1_NZ_CP063367.1.region001_#r1c1"
"GCF_018219245.1_NZ_CP063368.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_018219245.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_018219245.1","GCF_018219245.1_NZ_CP063368.1.region001_#r1c1"
"GCF_025558765.1_NZ_CP094736.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558765.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558765.1","GCF_025558765.1_NZ_CP094736.1.region002_#r1c2"
"GCF_025561565.1_NZ_CP095107.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025561565.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025561565.1","GCF_025561565.1_NZ_CP095107.1.region002_#r1c2"
"GCF_025558805.1_NZ_CP094739.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558805.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558805.1","GCF_025558805.1_NZ_CP094739.1.region002_#r1c2"
"GCF_025558785.1_NZ_CP094738.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558785.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558785.1","GCF_025558785.1_NZ_CP094738.1.region002_#r1c2"
"GCF_040409945.1_NZ_CP118816.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_040409945.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_040409945.1","GCF_040409945.1_NZ_CP118816.1.region002_#r1c2"
"GCF_040409875.1_NZ_CP118788.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_040409875.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_040409875.1","GCF_040409875.1_NZ_CP118788.1.region002_#r1c2"
"GCF_900636325.1_NZ_LR134263.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900636325.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900636325.1","GCF_900636325.1_NZ_LR134263.1.region002_#r1c2"
"GCF_025558825.1_NZ_CP094740.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558825.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558825.1","GCF_025558825.1_NZ_CP094740.1.region001_#r1c1"
"GCF_025558745.1_NZ_CP094734.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558745.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558745.1","GCF_025558745.1_NZ_CP094734.1.region001_#r1c1"
"GCF_040409865.1_NZ_CP118786.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_040409865.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_040409865.1","GCF_040409865.1_NZ_CP118786.1.region001_#r1c1"
"GCF_040409855.1_NZ_CP118782.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_040409855.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_040409855.1","GCF_040409855.1_NZ_CP118782.1.region001_#r1c1"
"GCF_010365305.1_NZ_CP048279.1.region008",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_010365305.1\index.html","#r1c8","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_010365305.1","GCF_010365305.1_NZ_CP048279.1.region008_#r1c8"
"GCF_002101335.1_NZ_CP020773.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_002101335.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_002101335.1","GCF_002101335.1_NZ_CP020773.1.region003_#r1c3"
"GCF_900458895.1_NZ_LR962863.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900458895.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900458895.1","GCF_900458895.1_NZ_LR962863.1.region003_#r1c3"
"GCF_025558325.1_NZ_CP094712.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558325.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558325.1","GCF_025558325.1_NZ_CP094712.1.region003_#r1c3"
"GCF_025558365.1_NZ_CP094714.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558365.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558365.1","GCF_025558365.1_NZ_CP094714.1.region003_#r1c3"
"GCF_025558345.1_NZ_CP094713.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558345.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558345.1","GCF_025558345.1_NZ_CP094713.1.region003_#r1c3"
"GCF_025558305.1_NZ_CP094711.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558305.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558305.1","GCF_025558305.1_NZ_CP094711.1.region003_#r1c3"
"GCF_031297465.1_NZ_CP113107.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_031297465.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_031297465.1","GCF_031297465.1_NZ_CP113107.1.region002_#r1c2"
"GCF_003019275.1_NZ_CP027848.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003019275.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003019275.1","GCF_003019275.1_NZ_CP027848.1.region002_#r1c2"
"GCF_900187005.1_NZ_LT906464.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900187005.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900187005.1","GCF_900187005.1_NZ_LT906464.1.region002_#r1c2"
"GCF_025558585.1_NZ_CP094723.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558585.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558585.1","GCF_025558585.1_NZ_CP094723.1.region003_#r1c3"
"GCF_025558545.1_NZ_CP094721.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558545.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558545.1","GCF_025558545.1_NZ_CP094721.1.region003_#r1c3"
"GCF_025558405.1_NZ_CP094717.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558405.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558405.1","GCF_025558405.1_NZ_CP094717.1.region002_#r1c2"
"GCF_025558525.1_NZ_CP094720.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558525.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558525.1","GCF_025558525.1_NZ_CP094720.1.region003_#r1c3"
"GCF_025558565.1_NZ_CP094722.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558565.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558565.1","GCF_025558565.1_NZ_CP094722.1.region002_#r1c2"
"GCF_025558425.1_NZ_CP094718.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558425.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558425.1","GCF_025558425.1_NZ_CP094718.1.region002_#r1c2"
"GCF_025558445.1_NZ_CP094719.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558445.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558445.1","GCF_025558445.1_NZ_CP094719.1.region002_#r1c2"
"GCF_003012915.1_NZ_CP027770.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_003012915.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_003012915.1","GCF_003012915.1_NZ_CP027770.1.region001_#r1c1"
"GCF_016127055.1_NZ_CP065980.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_016127055.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_016127055.1","GCF_016127055.1_NZ_CP065980.1.region004_#r1c4"
"GCF_025558625.1_NZ_CP094725.1.region004",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025558625.1\index.html","#r1c4","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025558625.1","GCF_025558625.1_NZ_CP094725.1.region004_#r1c4"
"GCF_040126185.2_NZ_CP014834.2.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_040126185.2\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_040126185.2","GCF_040126185.2_NZ_CP014834.2.region002_#r1c2"
"GCF_025560885.1_NZ_CP094808.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025560885.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025560885.1","GCF_025560885.1_NZ_CP094808.1.region003_#r1c3"
"GCF_025561005.1_NZ_CP094814.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025561005.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025561005.1","GCF_025561005.1_NZ_CP094814.1.region003_#r1c3"
"GCF_025560965.1_NZ_CP094813.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025560965.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025560965.1","GCF_025560965.1_NZ_CP094813.1.region003_#r1c3"
"GCF_025560905.1_NZ_CP094809.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025560905.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025560905.1","GCF_025560905.1_NZ_CP094809.1.region003_#r1c3"
"GCF_007814015.1_NZ_CP031266.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_007814015.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_007814015.1","GCF_007814015.1_NZ_CP031266.1.region003_#r1c3"
"GCF_025560945.1_NZ_CP094812.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025560945.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025560945.1","GCF_025560945.1_NZ_CP094812.1.region002_#r1c2"
"GCF_025560925.1_NZ_CP094811.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_025560925.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_025560925.1","GCF_025560925.1_NZ_CP094811.1.region002_#r1c2"
"GCF_001442815.2_NZ_CP009623.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_001442815.2\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_001442815.2","GCF_001442815.2_NZ_CP009623.1.region002_#r1c2"
"GCF_011466855.1_NZ_CP045927.1.region003",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_011466855.1\index.html","#r1c3","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_011466855.1","GCF_011466855.1_NZ_CP045927.1.region003_#r1c3"
"GCF_000816085.1_NZ_CP008747.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_000816085.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_000816085.1","GCF_000816085.1_NZ_CP008747.1.region002_#r1c2"
"GCF_900474585.1_NZ_LS483304.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_900474585.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_900474585.1","GCF_900474585.1_NZ_LS483304.1.region002_#r1c2"
"GCF_028748305.1_NZ_CP118163.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_028748305.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_028748305.1","GCF_028748305.1_NZ_CP118163.1.region002_#r1c2"
"GCF_042608465.1_NZ_CP170216.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_042608465.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_042608465.1","GCF_042608465.1_NZ_CP170216.1.region002_#r1c2"
"GCF_042608535.1_NZ_CP170240.1.region005",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_042608535.1\index.html","#r1c5","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_042608535.1","GCF_042608535.1_NZ_CP170240.1.region005_#r1c5"
"GCF_042608475.1_NZ_CP170225.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_042608475.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_042608475.1","GCF_042608475.1_NZ_CP170225.1.region002_#r1c2"
"GCF_042608415.1_NZ_CP170238.1.region001",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_042608415.1\index.html","#r1c1","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_042608415.1","GCF_042608415.1_NZ_CP170238.1.region001_#r1c1"
"GCF_042608455.1_NZ_CP170218.1.region002",7,"\\192.168.1.106\Pdisk7\yll\Staphylococcus\antismash_results\GCF_042608455.1\index.html","#r1c2","NI-siderophore","staphyloferrin A",1,"Staphylococcus","GCF_042608455.1","GCF_042608455.1_NZ_CP170218.1.region002_#r1c2"
