"","dataname","syn_group","html_path","region_name","syn_type","Most.similar.known.cluster","Similarity","Genus","filename","path","gbk_address"
"6423","GCF_019704335.1_NZ_AP024621.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_019704335.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_AP024621.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_019704335.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_019704335.1\NZ_AP024621.1.region009.gbk"
"6424","GCF_024508095.1_NZ_CP101937.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024508095.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP101937.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024508095.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024508095.1\NZ_CP101937.1.region009.gbk"
"6425","GCF_024917115.1_NZ_CP103783.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024917115.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP103783.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024917115.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024917115.1\NZ_CP103783.1.region009.gbk"
"6426","GCF_024752515.1_NZ_CP103066.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024752515.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP103066.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024752515.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024752515.1\NZ_CP103066.1.region009.gbk"
"6427","GCF_030053795.1_NZ_CP125660.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030053795.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP125660.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030053795.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030053795.1\NZ_CP125660.1.region009.gbk"
"6428","GCF_029537415.1_NZ_CP120681.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029537415.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP120681.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029537415.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029537415.1\NZ_CP120681.1.region007.gbk"
"6429","GCF_028540525.1_NZ_CP116863.1.region005",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028540525.1\index.html","#r1c5","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116863.1.region005.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028540525.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028540525.1\NZ_CP116863.1.region005.gbk"
"6430","GCF_028541345.1_NZ_CP116862.1.region004",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541345.1\index.html","#r1c4","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116862.1.region004.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541345.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541345.1\NZ_CP116862.1.region004.gbk"
"6431","GCF_028541385.1_NZ_CP116865.1.region006",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541385.1\index.html","#r1c6","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116865.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541385.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541385.1\NZ_CP116865.1.region006.gbk"
"6432","GCF_028541425.1_NZ_CP116867.1.region006",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541425.1\index.html","#r1c6","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116867.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541425.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541425.1\NZ_CP116867.1.region006.gbk"
"6433","GCF_028541565.1_NZ_CP116869.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541565.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116869.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541565.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541565.1\NZ_CP116869.1.region007.gbk"
"6434","GCF_028541585.1_NZ_CP116870.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541585.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116870.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541585.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541585.1\NZ_CP116870.1.region008.gbk"
"6435","GCF_028541545.1_NZ_CP116868.1.region006",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541545.1\index.html","#r1c6","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116868.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541545.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541545.1\NZ_CP116868.1.region006.gbk"
"6436","GCF_028541405.1_NZ_CP116866.1.region006",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541405.1\index.html","#r1c6","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116866.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541405.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541405.1\NZ_CP116866.1.region006.gbk"
"6437","GCF_028541365.1_NZ_CP116861.1.region004",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541365.1\index.html","#r1c4","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116861.1.region004.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541365.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541365.1\NZ_CP116861.1.region004.gbk"
"6438","GCF_028541125.1_NZ_CP116864.1.region006",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541125.1\index.html","#r1c6","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP116864.1.region006.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541125.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028541125.1\NZ_CP116864.1.region006.gbk"
"6439","GCF_028870335.1_NZ_CP102769.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028870335.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP102769.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028870335.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028870335.1\NZ_CP102769.1.region009.gbk"
"6440","GCF_029027845.1_NZ_CP094361.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029027845.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP094361.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029027845.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029027845.1\NZ_CP094361.1.region009.gbk"
"6441","GCF_026410045.1_NZ_CP112873.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026410045.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP112873.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026410045.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_026410045.1\NZ_CP112873.1.region009.gbk"
"6442","GCF_028748025.1_NZ_CP118167.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028748025.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP118167.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028748025.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_028748025.1\NZ_CP118167.1.region008.gbk"
"6443","GCF_029637165.1_NZ_CP066380.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029637165.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP066380.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029637165.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029637165.1\NZ_CP066380.1.region007.gbk"
"6444","GCF_032465855.1_NZ_CP136099.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032465855.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP136099.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032465855.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032465855.1\NZ_CP136099.1.region007.gbk"
"6445","GCF_037963585.1_NZ_CP150162.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963585.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150162.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963585.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963585.1\NZ_CP150162.1.region008.gbk"
"6446","GCF_037963605.1_NZ_CP150164.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963605.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150164.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963605.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963605.1\NZ_CP150164.1.region008.gbk"
"6447","GCF_037997165.1_NZ_CP150487.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037997165.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150487.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037997165.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037997165.1\NZ_CP150487.1.region009.gbk"
"6448","GCF_038442665.1_NZ_CP151685.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038442665.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP151685.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038442665.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_038442665.1\NZ_CP151685.1.region009.gbk"
"6449","GCF_037414465.1_NZ_CP147877.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037414465.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP147877.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037414465.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037414465.1\NZ_CP147877.1.region009.gbk"
"6450","GCF_037742535.1_NZ_CP148104.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037742535.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148104.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037742535.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037742535.1\NZ_CP148104.1.region009.gbk"
"6451","GCF_037749255.1_NZ_CP148112.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749255.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148112.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749255.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749255.1\NZ_CP148112.1.region009.gbk"
"6452","GCF_037751545.1_NZ_CP148117.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037751545.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148117.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037751545.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037751545.1\NZ_CP148117.1.region009.gbk"
"6453","GCF_037754115.1_NZ_CP148122.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037754115.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148122.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037754115.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037754115.1\NZ_CP148122.1.region009.gbk"
"6454","GCF_037757895.1_NZ_CP148128.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037757895.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148128.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037757895.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037757895.1\NZ_CP148128.1.region009.gbk"
"6455","GCF_037963595.1_NZ_CP150163.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963595.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150163.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963595.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963595.1\NZ_CP150163.1.region008.gbk"
"6456","GCF_037914925.1_NZ_CP149576.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037914925.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP149576.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037914925.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037914925.1\NZ_CP149576.1.region009.gbk"
"6457","GCF_037755145.1_NZ_CP148124.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037755145.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148124.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037755145.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037755145.1\NZ_CP148124.1.region009.gbk"
"6458","GCF_037753205.1_NZ_CP148120.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037753205.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148120.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037753205.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037753205.1\NZ_CP148120.1.region009.gbk"
"6459","GCF_037749985.1_NZ_CP148114.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749985.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148114.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749985.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037749985.1\NZ_CP148114.1.region009.gbk"
"6460","GCF_037747845.1_NZ_CP148110.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037747845.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148110.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037747845.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037747845.1\NZ_CP148110.1.region009.gbk"
"6461","GCF_037740765.1_NZ_CP148103.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037740765.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP148103.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037740765.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037740765.1\NZ_CP148103.1.region008.gbk"
"6462","GCF_033392095.1_NZ_CP137695.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033392095.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP137695.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033392095.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033392095.1\NZ_CP137695.1.region009.gbk"
"6463","GCF_033403035.1_NZ_CP137711.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033403035.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP137711.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033403035.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_033403035.1\NZ_CP137711.1.region009.gbk"
"6464","GCF_034377505.1_NZ_CP139744.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034377505.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP139744.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034377505.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034377505.1\NZ_CP139744.1.region009.gbk"
"6465","GCF_034258595.1_NZ_CP139440.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034258595.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP139440.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034258595.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_034258595.1\NZ_CP139440.1.region009.gbk"
"6466","GCF_032878855.1_NZ_CP106791.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032878855.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP106791.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032878855.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032878855.1\NZ_CP106791.1.region009.gbk"
"6467","GCF_032681245.1_NZ_CP136402.1.region009",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032681245.1\index.html","#r1c9","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP136402.1.region009.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032681245.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_032681245.1\NZ_CP136402.1.region009.gbk"
"6468","GCF_037963345.1_NZ_CP150156.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963345.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150156.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963345.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963345.1\NZ_CP150156.1.region008.gbk"
"6469","GCF_022163605.1_NZ_CP091872.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022163605.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP091872.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022163605.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_022163605.1\NZ_CP091872.1.region008.gbk"
"6470","GCF_030846795.1_NZ_CP132912.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030846795.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP132912.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030846795.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_030846795.1\NZ_CP132912.1.region008.gbk"
"6471","GCF_009857115.1_NZ_CP047325.1.region001",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009857115.1\index.html","#r1c1","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP047325.1.region001.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009857115.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009857115.1\NZ_CP047325.1.region001.gbk"
"6472","GCF_009914155.1_NZ_CP031693.1.region011",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009914155.1\index.html","#r1c11","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP031693.1.region011.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009914155.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_009914155.1\NZ_CP031693.1.region011.gbk"
"6473","GCF_023078435.1_NZ_CP095736.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023078435.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP095736.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023078435.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_023078435.1\NZ_CP095736.1.region008.gbk"
"6474","GCF_037964975.1_NZ_CP150177.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037964975.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150177.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037964975.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037964975.1\NZ_CP150177.1.region007.gbk"
"6475","GCF_029536935.1_NZ_CP120600.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029536935.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP120600.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029536935.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_029536935.1\NZ_CP120600.1.region007.gbk"
"6476","GCF_024662135.1_NZ_CP093546.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024662135.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP093546.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024662135.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_024662135.1\NZ_CP093546.1.region008.gbk"
"6477","GCF_037963555.1_NZ_CP150159.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963555.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150159.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963555.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963555.1\NZ_CP150159.1.region008.gbk"
"6478","GCF_037975455.1_NZ_CP150256.1.region007",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037975455.1\index.html","#r1c7","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150256.1.region007.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037975455.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037975455.1\NZ_CP150256.1.region007.gbk"
"6479","GCF_037963565.1_NZ_CP150160.1.region008",13,"\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963565.1\index.html","#r1c8","NRP-metallophore,NRPS","bacillibactin",1,"Bacillus","NZ_CP150160.1.region008.gbk","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963565.1\","\\192.168.1.106\Pdisk7\yll\Bacillus_new\antismash_results\GCF_037963565.1\NZ_CP150160.1.region008.gbk"
